,Label,名称,Taste,Type
2437,2.0,金银花,寒、甘,肺、胃
3896,2.0,普洱茶膏,寒、苦、涩、甘,胃
2436,2.0,金银花露,寒、甘,心、胃、脾
4650,2.0,石决明,寒、咸,肝
11294,2.0,盘叶忍冬,寒、甘,肺、大肠、胃
3364,2.0,马槟榔,寒、甘,肺、胃、脾
2429,2.0,金鱼,寒、苦、咸,肺
989,2.0,地龙,寒、咸,膀胱、脾、肝
1916,2.0,海石鳖,寒、咸,missing
4052,2.0,秋石,寒、咸、毒,肺、肾
8936,2.0,新木姜子,寒、咸,肺、肾、肝
9816,2.0,多枝香草,寒、苦,胃、脾
5109,2.0,天花粉,寒、苦、甘,肺、胃
707,2.0,糙壳菱蟹,寒、咸,missing
12047,2.0,西瓜翠衣,寒、甘,心、胃
10598,2.0,花点魟,寒、苦,胃
12147,2.0,阴蚼,寒、咸、甘,大肠
1920,2.0,海蚯蚓,寒、咸,心
1922,2.0,海盘车,平、咸,胃、肝
6309,2.0,柚,寒、甘、酸,胃、脾、肝
10294,2.0,海豘鱼,咸、毒,肺、脾
3838,2.0,藕,寒、甘,肺、心、胃、脾、肝
11300,2.0,蒲州豉,寒、咸,肺、膀胱、脾
6304,2.0,禹余粮,寒、平、咸、涩、甘,大肠、胃、脾
8436,2.0,瓦楞子,平、咸,肺、胃、肝
12049,2.0,细叶水芹,寒、苦,肺、胃、膀胱
9750,2.0,吊丝球竹,寒、甘,胃
10639,2.0,假笑靥花,寒、苦,肺、胃
10081,2.0,鹅喉羚角,寒、咸,心、肝
4020,2.0,青粱米,寒、甘,胃、脾
10287,2.0,横带髭鲷,寒、苦、咸,胆、肾
1156,2.0,鹅血,平、咸,心、胃、肝
4669,2.0,石膏,寒、甘、辛、毒,肺、胃
5273,2.0,甜瓜子,寒、甘,肺、大肠、胃
7274,2.0,粗黄草,寒、咸、甘、淡,missing
5621,2.0,小果皂角,寒、苦,胃、脾
9505,2.0,陈冬菜卤汁,寒、咸,肺
846,2.0,大箭,寒、淡,肺、肾
2293,2.0,江蓠,寒、咸、甘、毒,missing
12084,2.0,油葫芦,寒、咸、甘、淡,肾、肝
9827,2.0,豆点裸胸鳝,温、咸、涩,肺、心、大肠
10311,2.0,红面猴胆,寒、咸、甘,肺、肾、肝
4454,2.0,水松,寒、咸、甘,大肠、膀胱
9997,2.0,大头狗母鱼,寒、咸、辛,肺
9999,2.0,淡竹笋,寒、甘,肺、胃、肝
7044,2.0,牡蛎,寒、咸,胆、肾、肝
2280,2.0,节节花,寒、甘,心、小肠、胃
5732,2.0,西瓜,寒、甘,心、胃、膀胱
6724,2.0,珍珠,寒、咸、甘,心、肝
5729,2.0,西瓜霜,寒、咸,肺、脾
1146,2.0,峨屏草,寒、咸,肝
11483,2.0,石斛露,寒、咸、甘、淡,胃、脾
3512,2.0,绵毛金腰,寒、甘,肺、胃
10282,2.0,黄斑蓝子鱼,寒、苦、咸,肾
12101,2.0,玉蕊,寒、苦,肺、胃、膀胱
8918,2.0,洋鸭,寒、咸,胃、膀胱、肝
12099,2.0,柚木,寒、苦、甘,肺、胃、膀胱
5169,2.0,苔垢菜,寒、咸,missing
5155,2.0,兔血,寒、咸,心、肝
1955,2.0,海胆,平、咸、毒,胃、肾、肝
5712,2.0,向日葵根,寒、甘、淡,胃、膀胱
4667,2.0,石斛,寒、甘,肺、胃、肾
1956,2.0,海带根,寒、咸,肺、肝
3525,2.0,密花树,寒、淡,膀胱、肾
6227,2.0,鱼虱子,寒、咸,胃、脾
1959,2.0,海雹菜,寒、咸,missing
11514,2.0,射尿拐 ,寒、咸,肾、肝
4686,2.0,石长生,寒、咸、毒,missing
12123,2.0,烟台翠雀花,寒、辛,肺、胃
9506,2.0,草原石头花,寒、淡,肾
7026,2.0,滑石粉,寒、甘、淡,肺、胃、膀胱
2332,2.0,角叉菜,寒、咸、甘,大肠、胃
1970,2.0,黄羊角,寒、咸,肝
12068,2.0,小黄鱼鳍,寒、咸,肝
11697,2.0,条斑紫菜,寒、咸、甘,肺、心、肾
9834,2.0,单盖铁线蕨,寒、咸、毒,肺、大肠、胃
9790,2.0,大蝼蛄虾,寒、咸,肝
7052,2.0,南沙参,寒、甘,肺、胃
9307,2.0,白苣,寒、平、苦、毒,胃
5280,2.0,甜瓜,寒、甘,心、胃
9155,2.0,雷公藤,寒、苦、甘,肺、胃
7087,2.0,禹州漏芦,寒、苦,胃
1979,2.0,黄蜀葵子,寒、甘,胃、膀胱、肾
12229,2.0,夜光蝾螺,寒、咸,心、大肠、胃、膀胱
10285,2.0,华桔竹,寒、甘,肺、胃
10059,2.0,阿氏蒿,寒、苦,肺、胃
11347,2.0,青环海蛇,寒、咸、辛,肾、肝
4000,2.0,青蟹,寒、咸,missing
10005,2.0,地毡草,寒、甘、毒,肺、心、胃
12075,2.0,羽裂千星菊,寒、甘、辛,胃
11926,2.0,小嘴乌鸦,寒、咸、甘,肺、肾、肝
7043,2.0,芒硝,寒、苦、咸,大肠、胃
9738,2.0,钝形凹顶藻,寒、咸,肺、肾
5862,2.0,虾蟆皮,寒、咸,心
6985,2.0,穿山甲,寒、咸,胃、肝
2483,2.0,金莲花,寒、苦,肺、胃
11870,2.0,香橼露,寒、淡,肺
11267,2.0,牛舌头,寒、苦、涩、毒,胃、肾
2065,2.0,黄河裸裂尻鱼,寒、苦、咸,肺、大肠、胃、脾
642,2.0,蛏肉,寒、咸,心、肾、肝
8912,2.0,野漆树根,平、咸,胃、肾
643,2.0,蛏壳,凉、咸,肺、胃
5553,2.0,小杉藻,寒、咸、甘,大肠、胃
6735,2.0,钻秆虫,寒、咸,missing
2140,2.0,黑阳参,寒、苦、甘,肺、胃
601,2.0,鸱鸺,寒、咸、酸、毒,心、肝
6990,2.0,磁石,寒、咸,心、肾、肝
7074,2.0,通草,寒、甘、淡,肺、胃
1017,2.0,灯蛾,温、咸,肺
3925,2.0,飘拂草,寒、淡,膀胱、肾
11898,2.0,细梗丝石竹,寒、甘,胃、肝
10895,2.0,芦囊虫,寒、甘、毒,胃、脾
12187,2.0,玉米黑粉菌,寒、甘,心、大肠、胃、肝
9542,2.0,翠雀花,寒、苦、毒,胃
12015,2.0,小叶金花草,寒、苦、甘,胃、膀胱
10653,2.0,桔褐天牛,寒、苦、咸,胃、肝
10780,2.0,假黄麻,寒、淡,肺、心、胃
10378,2.0,红口榧螺,寒、咸、甘,肺、肾、肝
11423,2.0,日本镜蛤壳,寒、苦、咸,肺、胃
9964,2.0,对节叶根,寒、咸、辛,脾、肝
5673,2.0,玄明粉,寒、咸、辛、毒,肺、心、大肠、胃
5674,2.0,玄精石,寒、咸,胃、脾、肾
10518,2.0,胡兀鹫,平、咸,心、大肠、胃、脾
5303,2.0,獭骨,平、咸,胃、脾、肝
8910,2.0,野洋参,寒、甘,胃
8256,2.0,石蟹,寒、咸,missing
603,2.0,鸱肉,平、咸,胃、脾、肝
9808,2.0,大鲵肉,寒、咸、甘,脾、肝
11431,2.0,乳腐,寒、甘、毒,大肠、胃、脾
5675,2.0,玄参,寒、苦、咸、甘,肺、胃、肾
3819,2.0,南板蓝叶,寒、苦、咸,肺、心、胃、肝
5301,2.0,獭肉,寒、咸、甘,肺、肝
11257,2.0,牛肾精子,寒、咸、甘,膀胱
3922,2.0,硼砂,凉、咸、甘、毒,肺、胃
6979,2.0,鳖甲,寒、咸,肾、肝
9548,2.0,长柱蝇子草,寒、甘,胃、肝
5863,2.0,虾蟆脑,寒、咸,肝
544,2.0,砗磲肉,寒、咸、甘,missing
1901,2.0,海月壳,寒、咸,心
9389,2.0,宝珠草,寒、甘、淡,肺、胃、脾
2115,2.0,滑石,寒、甘、淡、毒,胃、膀胱
1307,2.0,覆盆子叶,平、咸、酸、毒,胃、肝
3480,2.0,杧果,寒、甘、酸,胃、膀胱、脾、肾
11245,2.0,坭簕竹,寒、甘,胃、脾
5048,2.0,土牡蛎,寒、咸、涩,missing
7761,2.0,金精石,寒、咸、毒,missing
10322,2.0,褐背拟地鸦,寒、咸、甘,肺、胃
1907,2.0,海燕,温、咸,胃、肾
1069,2.0,玳瑁,寒、咸、甘,心、肝
7113,2.0,八节毛,寒、咸,missing
10773,2.0,江獭,寒、咸、甘,肺、肾、肝
1908,2.0,海星,平、咸,心、大肠、胃
10525,2.0,红嘴儿鸦,寒、咸、甘,肺、胃
7071,2.0,土鳖虫,寒、咸、毒,肝
11574,2.0,三线闭壳龟板,寒、咸、甘,心、肾、肝
6469,2.0,缘桑螺,寒、咸、甘,肝
10774,2.0,鲸鲨骨,寒、咸、辛,肺、肾、肝
12028,2.0,细叶木兰,寒、涩、甘,肺、胃、肝
5864,2.0,虾蟆肝,寒、咸,心
5227,2.0,铁钉菜,寒、咸,肝
5845,2.0,咸秋石,寒、咸、毒,肺、心、肾
6464,2.0,越瓜,寒、甘,小肠、胃
2082,2.0,黄矾,寒、咸、涩、酸、毒,大肠、肝
10657,2.0,桔梗芦头,寒、辛,肺、胃
2558,2.0,姜石,寒、咸、毒,心、胃
5817,2.0,香蕉根,寒、甘,胃
1899,2.0,海藻,寒、苦、咸,肺、胃、脾、肾、肝
11553,2.0,寿带鸟肉,寒、咸,大肠、胃
4066,2.0,荞麦,寒、甘、酸,大肠、胃、脾
3930,2.0,蟛蜞,寒、咸,脾
10036,2.0,兜唇石斛,寒、甘、淡,肺、胃、肝
7169,3.0,闭鞘姜,寒、辛、酸、毒,missing
3507,3.0,脉果漆,平、酸,missing
6899,3.0,紫弹树根皮,寒、甘,missing
4811,3.0,柿木皮,平、涩,missing
10583,3.0,灰绿水芝麻,missing,missing
4342,3.0,山白果根,missing,missing
4827,3.0,珊瑚藻,missing,missing
4809,3.0,柿漆,苦、涩,missing
4810,3.0,柿皮,寒、涩、甘,missing
6866,3.0,紫茉莉子,寒、甘,missing
3089,3.0,凉粉草,寒、甘、淡,missing
7185,3.0,鸨油,missing,missing
4541,3.0,水草乌,热、辛、毒,missing
6809,3.0,粘毛鼠尾草果,missing,missing
4640,3.0,石榴叶,missing,missing
3423,3.0,毛笋,寒、甘,missing
4542,3.0,水鳖蕨,平、淡,missing
4802,3.0,树地瓜根,平、咸,missing
7186,3.0,保山附片,missing,missing
7247,3.0,刺柄南星,missing,missing
9290,3.0,百合—卷丹,missing,missing
6907,3.0,紫背草,平、辛,missing
7045,3.0,牡荆油,missing,missing
7156,3.0,白丁香,missing,missing
3969,3.0,全光菊,寒、甘,missing
7158,3.0,白地牛,missing,missing
4642,3.0,石榴花,平、涩、酸,missing
4568,3.0,四指马鲅,missing,missing
3723,3.0,牛耳大黄叶,missing,missing
7049,3.0,麻油,missing,missing
6867,3.0,紫茉莉叶,寒、甘、淡,missing
3690,3.0,牛奶树子,寒、酸,missing
4455,3.0,水石油菜,寒、辛、淡,missing
3965,3.0,全叶山芹,missing,missing
4641,3.0,石榴皮,温、涩、酸、毒,大肠
3484,3.0,麦刺藤叶,missing,心、脾
7250,3.0,垂果南芥,平、辛,missing
3432,3.0,毛木树叶,平、涩,missing
3433,3.0,毛脉南蛇藤,平、辛,missing
7050,3.0,满山红油,missing,missing
9224,3.0,桦木皮,missing,胆
4264,3.0,山郎木叶,missing,missing
7435,3.0,滇榧子,missing,missing
3505,3.0,美丽桐,平、辛,missing
3443,3.0,毛勾儿茶,温、涩,missing
7161,3.0,白草根,寒、甘,missing
4354,3.0,三叶崖爬藤,missing,missing
7420,3.0,短冠草,missing,missing
7421,3.0,短柄忍冬,missing,missing
4353,3.0,三羽叉蕨,平、涩,missing
7265,3.0,莼菜,寒、甘,missing
4466,3.0,水茄冬叶,missing,missing
7240,3.0,刺蓼,平、辛、酸,missing
4547,3.0,水八角莲,missing,missing
7166,3.0,扒地蜈蚣,平、涩、酸,missing
7178,3.0,苞叶木,平、淡,missing
3940,3.0,七里香,missing,missing
4548,3.0,水八角,凉、酸,missing
7241,3.0,刺藜,平、淡,missing
4308,3.0,山芙蓉,平、淡,missing
4557,3.0,双花鞘花,missing,missing
3701,3.0,牛肋巴,missing,missing
7430,3.0,滇南马钱,苦、毒、剧毒,missing
4649,3.0,石腊竹,missing,missing
7427,3.0,滇羌活,missing,missing
3933,3.0,七叶子,平、淡,missing
3932,3.0,藨寄生,missing,missing
3110,3.0,栗花灯心草,平、淡,missing
7258,3.0,草木王,missing,missing
6893,3.0,紫椴,凉、辛,missing
7425,3.0,滇茵陈,missing,missing
3490,3.0,茅香根,寒、甘,missing
3897,3.0,葡萄叶秋海棠,寒、涩、酸,missing
10214,3.0,橄榄露,missing,missing
4465,3.0,水茄冬子,missing,missing
7257,3.0,草蛛,missing,missing
4347,3.0,三爪龙,平、辛,missing
7260,3.0,草牡丹,平、辛,missing
4289,3.0,山胡萝卜,missing,missing
7238,3.0,刺葡萄,missing,missing
7418,3.0,弹刀子菜,凉、辛,missing
4814,3.0,柿根,平、涩,missing
3097,3.0,莲雾根,missing,missing
7242,3.0,刺梨子,平、涩、酸,missing
3502,3.0,美商陆叶,missing,missing
4824,3.0,神香草,凉、辛,missing
3682,3.0,牛舌草,missing,missing
7252,3.0,穿耳菝葜,平、淡,missing
6897,3.0,紫弹树枝,寒、甘,missing
7412,3.0,倒挂金钩,寒、甘,missing
4321,3.0,山慈菇叶,寒、甘、辛,missing
3486,3.0,茉莉根,missing,missing
4274,3.0,山荆子,missing,missing
4663,3.0,石黄连,missing,missing
3438,3.0,毛苦瓜,missing,missing
6898,3.0,紫弹树叶,寒、甘,missing
3437,3.0,毛梾枝叶,missing,missing
10734,3.0,剑叶山芝麻,missing,missing
10398,3.0,虎牙,missing,missing
7237,3.0,刺楸,平、辛、毒,missing
4467,3.0,水茄冬果,missing,missing
4286,3.0,山黄麻根,平、辛,missing
4285,3.0,山黄麻叶,平、涩,missing
3946,3.0,千叶独活,寒、甘、辛,missing
3126,3.0,狼牙委陵菜,平、涩,missing
7254,3.0,穿肠草,missing,missing
7417,3.0,蛋不老,平、辛,missing
3901,3.0,铺山燕,温、涩、酸,missing
7268,3.0,臭藿香,凉、辛,missing
7167,3.0,冰球子,寒、甘、辛、毒,missing
7174,3.0,芭蕉头,凉、淡,missing
4469,3.0,水茄,平、辛、毒,missing
3881,3.0,偏叶白齿藓,凉、淡,missing
6859,3.0,紫青藤,温、涩,missing
6892,3.0,紫革耳,温、淡,missing
6754,3.0,浙江过路黄,寒、淡,missing
4448,3.0,水塔花叶,missing,missing
7198,3.0,斑瓣虎耳草,温、淡,missing
4063,3.0,荞麦叶,寒、酸,missing
3605,3.0,蒙古马兰,凉、辛,missing
7311,3.0,大叶井口边草,凉、淡,missing
4154,3.0,肉半边莲,missing,missing
4514,3.0,水葫芦,凉、辛、淡,missing
4065,3.0,荞麦秸,寒、酸,missing
7353,3.0,东北红豆杉,missing,missing
7352,3.0,东风菜,寒、甘、辛,missing
4710,3.0,苏铁蕨,凉、涩,missing
6801,3.0,猪肚木,寒、辛、淡,missing
4422,3.0,水玉簪,寒、淡,missing
7313,3.0,大叶胡枝子,missing,missing
6800,3.0,猪耳掌,missing,missing
4421,3.0,水芋,missing,missing
3553,3.0,猫眼睛,平、涩,missing
4750,3.0,松叶防风叶,平、辛,missing
6955,3.0,樟梨,missing,missing
4149,3.0,人参花,missing,missing
7310,3.0,大叶楠,missing,missing
3822,3.0,娘娘菜,寒、甘,missing
6710,3.0,指甲花叶,missing,心
4059,3.0,秋海棠根,涩、酸,missing
4045,3.0,茄根,寒、甘、辛,missing
3614,3.0,膜蕨囊瓣芹,missing,missing
6749,3.0,皱巴坚螺,missing,missing
3752,3.0,奶汁树,平、涩、辛,missing
6758,3.0,窄叶鼠李,寒、甘,missing
4762,3.0,松节油,missing,missing
3240,3.0,裂序楼梯草,missing,missing
3610,3.0,满山白,凉、辛,missing
7305,3.0,大叶酸藤,平、涩、酸,missing
7137,3.0,白狼毒,平、辛、毒,missing
7360,3.0,对马耳蕨,missing,missing
7359,3.0,对生耳蕨,寒、涩、酸,missing
3836,3.0,欧活血丹,寒、甘、辛,missing
4055,3.0,秋葵,寒、淡,missing
4056,3.0,秋海棠茎叶,寒、辛、酸,missing
4057,3.0,秋海棠花,苦、酸,missing
4162,3.0,乳源木莲果,平、淡,missing
7357,3.0,对叶榕,凉、淡,missing
4058,3.0,秋海棠果,凉、涩、辛、酸,missing
7136,3.0,白犁头草,寒、辛、酸,missing
10377,3.0,红活麻,寒、辛、毒,missing
7105,3.0,安徽杜鹃,missing,missing
4147,3.0,人参子,missing,missing
4099,3.0,球衣藻,missing,missing
4729,3.0,杉寄生叶,missing,missing
4104,3.0,清沙草,平、辛,missing
7338,3.0,大将军,凉、辛、毒,missing
3289,3.0,瘤孢地菇,missing,missing
3573,3.0,麻鱼胆,missing,missing
4412,3.0,水紫菀,平、辛,missing
4590,3.0,四方草,missing,missing
10770,3.0,酒饼叶根,平、辛、毒,missing
6964,3.0,錾菜,平,missing
7343,3.0,大飞天蜈蚣,平、酸,missing
7117,3.0,贝齿,平、咸,missing
6978,3.0,薄荷素油,missing,missing
7340,3.0,大果琉璃草,寒、淡,missing
3576,3.0,麻叶,辛、毒,肺、大肠、膀胱
7118,3.0,布渣叶,平、淡、酸,missing
3304,3.0,螺旋藻,missing,missing
6973,3.0,桉油,missing,missing
4113,3.0,强威生草,甘,missing
3591,3.0,麻蕡,平、辛、毒,missing
3567,3.0,曼陀茄根,苦、甘、毒,missing
7333,3.0,大麦泡,温、涩,missing
4136,3.0,槭叶止血草,凉、辛,missing
7107,3.0,鹌鹑蛋,missing,missing
4419,3.0,水蔗草,missing,missing
4510,3.0,水黄,missing,missing
4744,3.0,沙棘,温、涩、酸,missing
3814,3.0,南方六道木,missing,missing
7108,3.0,鹌鹑,missing,missing
7128,3.0,白线蛇,missing,missing
3276,3.0,辣子草,平、淡,missing
7110,3.0,矮茎冷水花,寒、辛,missing
3537,3.0,猕猴梨根,平、涩、淡,missing
7126,3.0,白叶花柴,平、涩,missing
6691,3.0,柱果木榄叶,missing,missing
4141,3.0,麒麟吐珠,凉、辛,missing
6692,3.0,柱果木榄果,missing,missing
3565,3.0,猫儿黄金菊,missing,missing
4494,3.0,水老虎,平、辛、毒,missing
7112,3.0,八楞麻,平、淡,missing
4723,3.0,杉松,missing,missing
7124,3.0,白子菜,寒、甘、淡、毒,missing
4093,3.0,雀梅藤叶,凉、酸,missing
7329,3.0,大薸,凉、辛,missing
7217,3.0,长节珠,missing,missing
4579,3.0,四楞通,寒、涩、甘,missing
10795,3.0,苦槛兰,missing,missing
6914,3.0,锥螺厣,平、咸,missing
3998,3.0,青叶苎麻根,missing,missing
4234,3.0,山芹根,missing,missing
6915,3.0,锥螺壳,平、咸,missing
4229,3.0,山珊瑚,missing,missing
6657,3.0,周裂秋海棠,寒、酸,missing
7150,3.0,白果紫草,missing,missing
10223,3.0,光叶马鞍树,missing,missing
6762,3.0,痄腮树,凉、涩、淡、毒,missing
4228,3.0,山檨叶泡花树,missing,missing
7195,3.0,斑杖,平、辛,missing
4789,3.0,顺地红,missing,missing
3404,3.0,木达地黄,平、淡,missing
6746,3.0,皱叶狗尾草,平、淡,missing
7221,3.0,长梗玄参,missing,missing
7394,3.0,单叶铁线莲,平、辛,missing
4223,3.0,山藤藤果,凉、酸,missing
6824,3.0,紫竹根,凉、辛、淡,missing
4008,3.0,青头菌,寒、甘、酸,missing
3406,3.0,木本猪毛菜,凉、淡,missing
7400,3.0,盾翅藤,凉、涩,missing
7151,3.0,白钩藤,寒、甘,missing
10280,3.0,黄波罗果,missing,missing
7228,3.0,陈仓米,missing,missing
7081,3.0,香果脂,missing,missing
10574,3.0,海莲,温、涩,大肠
9262,3.0,矮杨梅,凉、温、涩、酸,missing
3420,3.0,毛叶黄杞,凉、涩,missing
3418,3.0,毛叶嘉榄,凉、涩,missing
3417,3.0,毛叶楼梯草,missing,missing
6766,3.0,梓菌,missing,missing
4538,3.0,水朝阳根,温、咸、毒,missing
10632,3.0,虎爪,missing,missing
4444,3.0,水桐木,missing,missing
4377,3.0,三棱马尾,平、辛,missing
7402,3.0,毒箭羊角拗,missing,missing
7226,3.0,赤甲红,missing,missing
7281,3.0,催吐白薇,missing,missing
6722,3.0,珍珠草,平、淡,missing
3515,3.0,密褶红菇,温、咸、毒,missing
7401,3.0,独花兰,missing,missing
4680,3.0,石地钱,凉、涩、淡,missing
7285,3.0,翠鸟,missing,missing
7086,3.0,岩白菜素,missing,missing
4251,3.0,山牡丹,温、涩,肺、心
10460,3.0,黄麻梗虫,missing,missing
7290,3.0,潮风草,missing,missing
4614,3.0,石上铁角蕨,平、淡,missing
4613,3.0,石蛇,平、咸,missing
3383,3.0,木麻黄种子,温、涩,missing
4200,3.0,山野芋,missing,missing
7141,3.0,白活麻,寒、甘、淡、毒,missing
7379,3.0,地红子,凉、涩、酸,missing
4577,3.0,四轮草,凉、淡,missing
6933,3.0,蜘蛛抱蛋,寒、甘、辛,missing
3217,3.0,勒管草,寒、甘,missing
6935,3.0,榛子花,missing,missing
3532,3.0,猕猴桃藤,寒、甘,missing
4187,3.0,榕树叶,凉、淡,missing
10551,3.0,灰星鲨胆,missing,missing
4696,3.0,圣罗勒,missing,missing
3224,3.0,落葵子,missing,missing
7374,3.0,吊灯花,平、酸,missing
3226,3.0,落葵,寒、甘、酸,missing
7373,3.0,吊灯笼,missing,missing
10548,3.0,黄细心,missing,missing
4031,3.0,青蒿根,missing,missing
6669,3.0,泽泻叶,平、咸,missing
10557,3.0,虎肾,missing,missing
7220,3.0,长管蝙蝠草,凉、辛,missing
3192,3.0,鹿耳翎根,凉、辛,missing
7144,3.0,白花铁线莲,missing,missing
3195,3.0,鹿葱,平、辛、毒,missing
7143,3.0,白花岩青兰,凉、辛,missing
3852,3.0,爬山猴,平、辛、酸,missing
4388,3.0,三加花,missing,missing
6926,3.0,粽粑叶,寒、甘、淡,missing
6927,3.0,槠子皮叶,missing,missing
3627,3.0,馒头蟹,凉、咸,missing
4435,3.0,水虾草,寒、辛、淡,missing
7385,3.0,杜梨,寒、涩、甘、酸,missing
3526,3.0,密花山矾,missing,missing
4431,3.0,水香柴,寒、甘、辛,missing
6665,3.0,沼泽念珠藻,凉、淡,missing
4022,3.0,青稞,凉、平、咸,missing
6828,3.0,紫芋,寒、辛,missing
7380,3.0,地梗鼠尾,平、辛,missing
7020,3.0,环维黄杨星D,missing,missing
4534,3.0,水稻清乳汁,平、辛,missing
6719,3.0,珍珠莲,平、辛,missing
3203,3.0,菱壳,平、涩,missing
10383,3.0,虎肚,missing,胃
3049,3.0,柳杉叶,missing,missing
7437,3.0,雕爪,missing,missing
8320,3.0,蛇莓,寒、甘、酸、毒,missing
5599,3.0,小画眉草,凉、淡,missing
1165,3.0,蛾药,凉、辛,missing
8325,3.0,蛇胆草,missing,missing
8328,3.0,酥油,寒、甘,missing
8329,3.0,舒戛千里光,平、淡,missing
8336,3.0,酸叶胶藤,凉、涩、酸,missing
8337,3.0,酸水草,凉、淡,missing
5613,3.0,小红人,凉、酸,missing
1133,3.0,颠茄草,missing,missing
1130,3.0,稻谷芒,missing,missing
1128,3.0,蝶毛菌,missing,missing
1125,3.0,端哼,平、涩、淡、毒,missing
5622,3.0,小果野葡萄藤,平、涩,missing
8342,3.0,土燕窝泥,missing,missing
5628,3.0,小构树汁,凉、涩,missing
5629,3.0,小构树叶,凉、淡,missing
5630,3.0,小狗脊,missing,missing
1104,3.0,跌打草,平、辛,missing
1100,3.0,短瓣女娄菜,凉、淡,missing
1099,3.0,短柄枹栎虫瘿,missing,missing
1098,3.0,短柄南蛇藤果,missing,missing
1096,3.0,短柄五加,missing,missing
5636,3.0,小毒芋,寒、辛、毒,missing
8349,3.0,天星藤,missing,missing
5637,3.0,小豆柴,温、酸,missing
1090,3.0,弹裂碎米荠,平、淡,missing
1088,3.0,淡竹叶,寒、甘、淡,missing
5646,3.0,小赤麻,凉、辛、淡,missing
8317,3.0,深红龙胆,missing,missing
8316,3.0,深山酢浆草,平、辛、酸,missing
1187,3.0,凤尾茶,平、辛,missing
8826,3.0,紫萝兰,平、涩、辛,missing
8263,3.0,石榴根皮,温、涩、酸,missing
1273,3.0,番石榴干,平、涩,missing
8268,3.0,石灰华,寒、甘,missing
8269,3.0,石瓜子,寒、甘、酸,missing
5542,3.0,小通草叶,missing,missing
6322,3.0,洋草果,missing,missing
8275,3.0,舌状蜈蚣藻,missing,missing
8276,3.0,芍药花,missing,missing
5544,3.0,小苏苏棵花,missing,missing
8831,3.0,紫金牛,平、辛,missing
1257,3.0,粉瘤菌,寒、淡,missing
5547,3.0,小石藓,平、淡,missing
5550,3.0,小石蝴蝶,平、辛,missing
5557,3.0,小球藻,missing,missing
8355,3.0,天鹅毛,missing,missing
8289,3.0,沙地娃儿藤,missing,missing
11920,3.0,小接骨丹,热、辛,肺、肾
5564,3.0,小朴松实,平、涩、辛,missing
5566,3.0,小牛肋巴,missing,missing
5567,3.0,小牛肝菌,温、咸,missing
1215,3.0,防风叶,missing,missing
1212,3.0,伏毛苎麻,missing,missing
1210,3.0,发菜,missing,missing
8828,3.0,紫桔梗,凉、辛,missing
5579,3.0,小喇叭,平、咸、涩,missing
8827,3.0,紫绿草,平、辛,missing
6301,3.0,岩参,平、辛,missing
1196,3.0,风藤草根,平、淡,missing
8306,3.0,狮子尾,平、涩、淡,missing
1190,3.0,凤庆鸡血藤,missing,missing
8292,3.0,沙斑鸡,missing,missing
8357,3.0,太白花,平、淡,missing
8361,3.0,头顶一支花,missing,missing
8362,3.0,田旋花,温、咸,missing
974,3.0,地星,平、辛,missing
965,3.0,吊罗果,平、涩、酸,missing
960,3.0,多脉鹅耳枥,平、淡,missing
959,3.0,多蒴曲尾藓,missing,missing
8406,3.0,藤梨根,凉、涩、酸,missing
5699,3.0,血当归,missing,missing
5701,3.0,兴木蒂那布,平、辛,missing
8411,3.0,五叶藤,寒、甘,missing
8413,3.0,五色草,missing,missing
5704,3.0,邪蒿,平、辛,missing
6258,3.0,宜昌荚蒾,平、涩,missing
8417,3.0,无腺白叶莓,missing,missing
8420,3.0,无毛南蛇藤,平、酸、毒,missing
6257,3.0,宜昌荚蒾叶,平、涩,missing
977,3.0,地棠花,missing,missing
8422,3.0,无缝珠,平、咸,missing
8424,3.0,无粉报春,missing,missing
910,3.0,东风螺壳,凉、咸,missing
907,3.0,大白杜鹃,平、辛,missing
8426,3.0,乌鸦肉,missing,missing
902,3.0,大苞甲跖草,寒、甘,missing
900,3.0,大脖子药,平、咸,missing
8427,3.0,乌头叶蛇葡萄,平、涩、辛,missing
5715,3.0,纤齿卫矛,凉、辛,missing
8812,3.0,紫云英马蓝,missing,missing
6252,3.0,油草,平、辛、淡,missing
5719,3.0,西南小阴地蕨,寒、甘、辛,missing
8431,3.0,乌鳢,寒、甘,missing
8811,3.0,棕叶狗尾草,missing,missing
8434,3.0,乌饭树,温、酸,missing
8423,3.0,无风自动草,平、辛、毒,missing
1276,3.0,番荔枝,寒、甘,missing
8403,3.0,藤乌,热、辛、毒,missing
5687,3.0,血桐,missing,missing
1075,3.0,调羹树,凉、涩、淡、毒,missing
1073,3.0,都咸子树皮,平、淡、毒,missing
8363,3.0,田高粱,平、辛,missing
8367,3.0,托柄菝葜,missing,missing
8369,3.0,条裂山莴苣,missing,missing
8372,3.0,苔菜,missing,missing
8374,3.0,通天连,missing,missing
5655,3.0,小报春,凉、辛,missing
5657,3.0,小白鱼,missing,missing
9809,3.0,大羽藓,missing,missing
1045,3.0,顶果膜蕨,平、涩,missing
8380,3.0,铁箭岩陀,凉、淡,missing
5663,3.0,下山虎,missing,missing
1034,3.0,豆腐渣果,missing,missing
8401,3.0,糖茶藨,平、涩,missing
5667,3.0,心叶秋海棠,寒、涩、酸,missing
5668,3.0,心叶荆芥,凉、辛,missing
