,Label,名称,Taste,Type
11865,0.0,小叶桑根,寒、甘、辛,肺、肾
3572,0.0,麻鱼骨,温、咸、辛,膀胱、肾
11868,0.0,心叶水柏枝,温、甘、辛,肺
1851,0.0,胡萝卜,平、甘、辛,肺、脾、肝
11874,0.0,腺异蕊芥,平、甘、辛,胃、脾、肝
3574,0.0,麻叶绣球果,温、辛,胃、脾
9990,0.0,独角蜣螂,温、咸、辛,肺
3556,0.0,猫肉,温、甘、酸,脾、肝
11561,0.0,少花黄眼草,温、辛,心
11942,0.0,斜基粗叶木,温、甘、辛,肝
10637,0.0,假芫茜,温、辛,肺、大肠、胃、脾
10799,0.0,康定五加,温、辛,肾
9449,0.0,刺菱根,涩、甘、酸,脾、肾
1945,0.0,海金沙,寒、甘、淡、毒,小肠、膀胱、脾
7093,0.0,炙黄芪,温、甘,肺、脾
7094,0.0,炙红芪,温、甘,肺、脾
11939,0.0,细柄蕈树,温、辛,心、脾
11938,0.0,小叶五月茶,温、涩、辛,胃、脾
9984,0.0,大鹅儿肠,平、辛、毒,肺、胃、脾
6307,0.0,柚花,温、苦、辛,胃、脾
10792,0.0,假茼蒿,平、辛、毒,肺、大肠、膀胱、脾、肾
10791,0.0,鲸鲨翅,温、咸、甘、辛,肺、脾、肾
1217,0.0,防风,温、甘、辛,肺、膀胱、脾、肝
1218,0.0,附子,热、甘、辛、毒,心、脾、肾
10321,0.0,黄花月见草,温、甘、辛,心、脾、肝
5295,0.0,貒骨,温、辛,肺、肾
3551,0.0,猫爪草,平、温、甘、辛,肺、肝
3826,0.0,楠木皮,温、苦、辛,胃、脾
3827,0.0,楠材,温、辛,胃、脾
7099,0.0,猪牙皂,温、咸、辛、毒,肺、大肠
11557,0.0,山岩黄花,温、甘,肺、心、脾
9073,0.0,牡荆子,温、辛,脾、肝
1244,0.0,肥皂荚,温、辛,肺、大肠
11549,0.0,三根筋,温、辛,脾、肝
11921,0.0,仙顶梨,温、甘,胃、脾
11548,0.0,三刺皂角,温、辛,肺、心
11923,0.0,鞋板芋,温、甘、辛、毒,肺、脾、肝
9981,0.0,大叶千斤拔根,温、甘,脾、肾
10787,0.0,建神曲,温、苦、甘、淡、香,大肠、胃、脾
11928,0.0,香姜,温、辛,肺、脾、肝
3832,0.0,糯米,温、甘,肺、胃、脾
5054,0.0,土荆芥,温、苦、辛、毒,脾
3688,0.0,牛脑,温、甘,胃、脾、肝
4786,0.0,肾萼金腰,寒、甘,脾、肝
12407,0.0,枣槟榔,苦、涩、甘,肺、胃、脾
9337,0.0,鷩雉,温、甘、辛、毒,脾
6664,0.0,枝儿条,温、辛,肺
10180,0.0,柑皮,寒、甘、辛、毒,胃、脾
7389,0.0,豆蔻花,温、辛,肺、胃、脾
289,0.0,报春花,凉、甘、辛,胃、胆、脾、肝
10948,0.0,辣椒茎,热、辛、毒,胃、脾
11048,0.0,美味牛肝菌,温、淡,脾、肝
9694,0.0,沉香曲,温、苦、香,肺、胃、脾
4299,0.0,山海螺,平、甘、辛,肺、脾
5917,0.0,象皮,温、咸、甘,心、脾
84,0.0,半边风,温、辛,心
10490,0.0,红色新日蕨,温、甘,脾、肝
9698,0.0,茶海棠,温、甘、酸,胃、脾、肝
6600,0.0,竹节香附,热、辛、毒,脾、肝
6952,0.0,樟木,温、辛,脾、肝
10928,0.0,烙铁头,温、咸、甘,脾、肝
6148,0.0,羊肉,热、甘,胃、脾、肾
92,0.0,白芷,温、辛,肺、胃、脾
8965,0.0,文蛤,温、涩、辛、毒,胃、脾
2709,0.0,箭杆风,温、苦、辛,胃、脾
6949,0.0,樟脑,热、辛、毒,心、脾
10465,0.0,红河橙,温、辛、麻,肺
2721,0.0,橘红,温、苦、辛,肺、大肠、小肠、胃、膀胱、脾
4774,0.0,使君子,温、甘、毒,胃、脾
4397,0.0,三白草根,寒、甘、辛,大肠、膀胱、脾
10438,0.0,海虾壳,温、咸、甘,脾
11151,0.0,马盖麻,温、甘、辛,肾
10435,0.0,黑印真鲨骨,温、咸、涩,脾、肾
10159,0.0,谷蓼,平、甘、辛,胃、脾、肝
6577,0.0,竹鱼,温、甘,胃、脾
9368,0.0,白蜡树叶,温、辛,脾、肾
12298,0.0,榆钱,寒、平、甘、辛、酸、毒,脾、肝
394,0.0,蓖麻子,平、甘、辛、毒,肺、大肠、脾、肝
12297,0.0,岩指甲花,温、辛,肺、脾
10488,0.0,黄杨叶芒毛苣苔,温、甘,心、脾
12295,0.0,云南草蔻,温、辛,胃、脾
6654,0.0,皂荚叶,温、辛,肺
10433,0.0,红面猴,温、咸、甘,胃、脾、肝
2797,0.0,宽羽线蕨,温、涩、淡,脾、肝
11167,0.0,马麝香,温、辛,心、脾
4999,0.0,韶子,温、甘、酸,胃、脾
6124,0.0,羊脂,温、甘,心、脾、肾
10473,0.0,虎奶菌,温、甘,脾、肝
6922,0.0,雉,温、甘、酸,胃、脾、肝
4255,0.0,山麻黄,温、辛,肺、膀胱、脾
10203,0.0,观音苋根,温、淡、毒,脾、肝
2654,0.0,椒目,温、苦、辛、毒,膀胱、脾
4900,0.0,蛇地钱,寒、甘、辛,心、脾
10921,0.0,蓝剑麻,温、辛,肾
9008,0.0,山慈姑,温、甘、辛、毒,肝
72,0.0,半夏,温、辛、毒,肺、胃、脾
5901,0.0,雪参,温、甘,脾、肾
3018,0.0,炉甘石,平、温、甘、毒,肺、脾、肝
450,0.0,川防风,温、甘、辛,肺、膀胱、脾、肝
12270,0.0,芋儿七,平、温、甘、辛、淡,肝
10124,0.0,福建轮环藤,温、甘,脾、肾
3273,0.0,漏篮子,热、辛、毒,脾
9242,0.0,安龙香科科,温、辛,胃、脾
10985,0.0,龙船花茎叶,平、温、咸、甘,脾、肾
5899,0.0,雪里见,温、辛、毒,肾
449,0.0,川谷根,寒、甘、淡,膀胱、脾
6047,0.0,月桂子,温、辛,肺
10394,0.0,厚朴子,平、温、甘、毒,胃、脾
6170,0.0,羊肚,温、甘,胃、脾
2815,0.0,款冬花,温、甘、辛,肺
6655,0.0,皂荚,温、咸、辛、毒,肺、大肠
2819,0.0,蝌蚪,寒、甘,脾
4752,0.0,松叶,温、苦,心、脾
12287,0.0,云雀脑,温、咸、甘,脾、肾
9016,0.0,人尿,热、辛、毒,心、脾、肝
5909,0.0,续随子茎中白汁,温、辛、毒,肺
10450,0.0,藿香露,温、辛、毒,胃、脾
9633,0.0,苍山乌头,热、辛、毒,心、脾、肝
8963,0.0,乌蛇,热、辛,胃、脾
3002,0.0,罗勒,温、甘、辛,肺、大肠、胃、脾
3114,0.0,狸肉,温、甘,大肠、胃、脾
12365,0.0,中国骨牌蕨,温、甘,脾
10215,0.0,光叶山姜,温、辛,胃、脾
77,0.0,半枫荷根,温、甘、辛,脾、肝
76,0.0,半枫荷叶,温、甘、淡,脾、肝
10178,0.0,高原蝮,平、甘、辛,脾、肝
11117,0.0,麦里藤,平、甘、辛,心、脾、肝
2673,0.0,蒟酱,温、辛,肺、脾
9623,0.0,刺樗,平、甘、辛,肺、脾
9341,0.0,苞蔷薇根,温、甘,脾、肾
12351,0.0,早谷藨,温、辛,肺
8992,0.0,十三年花,温、甘、辛、毒,肝
130,0.0,白术,温、苦、甘,胃、脾
3134,0.0,狼膏,温、咸、甘,肺、胃、脾
12328,0.0,中华高山耳蕨,温、辛,胃、脾
11132,0.0,密花远志,温、苦、辛,肺、心、脾
12327,0.0,灶马,温、咸、辛,肺、脾
6944,0.0,醉鱼草花,温、苦、辛、毒,肺、胃、脾
10397,0.0,胡葱,温、辛、毒,肺、脾
149,0.0,白前,温、甘、辛、毒,肺
10479,0.0,黑老头,温、苦、毒,脾
127,0.0,白苏叶,温、辛,肺、脾
6156,0.0,羊角藤,温、甘、辛,肾
9684,0.0,刺藦苓草,温、热、苦、甘、辛、毒,胃
4391,0.0,三股筋,温、涩、辛,脾、肝
126,0.0,白苏子,温、辛、毒,肺、大肠、脾
4181,0.0,瑞香根,平、甘、辛,胃、脾、肝
10229,0.0,高梁,温、涩、甘、毒,大肠、胃、脾
3136,0.0,莱菔子,平、甘、辛,肺、大肠、胃、脾
3137,0.0,莱菔,凉、平、甘、辛,肺、大肠、胃、脾
8990,0.0,石南叶,寒、甘,肺、脾
3138,0.0,萝藦子,温、甘、辛,肺、心、肾
11129,0.0,马兰藤,温、辛,肾
12338,0.0,紫翅藤,平、辛、淡,脾、肝
4772,0.0,使君子叶,平、辛,胃、脾
12336,0.0,紫色东方鲀肉,温、咸、甘,脾、肾
4270,0.0,山蒟,温、辛,肺、脾
4197,0.0,山楂,温、甘、酸、毒,肺、胃、脾、肝
4272,0.0,山韭菜,平、甘、辛,脾、肝
6938,0.0,獐髓,温、咸、甘,脾
4265,0.0,山蜡梅,温、苦、辛,肺、脾
10444,0.0,红脚鹬,温、咸、甘,胃、脾
334,0.0,扁豆衣,温、苦、甘,大肠、脾
335,0.0,扁豆叶,平、甘、辛、毒,心、胃、脾
10446,0.0,藿香根,温、辛,脾
11073,0.0,马蹄细辛,温、辛,肺
6939,0.0,獐肉,温、甘,脾
10477,0.0,红杉皮,温、辛、毒,大肠
6940,0.0,獐骨,温、甘,脾、肾
6653,0.0,皂荚子,温、辛、毒,肺、大肠
12341,0.0,皂荚根皮,温、辛、毒,肺、大肠
2956,0.0,灵寿茨,平、甘、辛,心、胃、脾
6040,0.0,云母,温、甘,肺、心、膀胱、脾、肝
10480,0.0,红背兔儿风,温、甘、辛,肺、肝
12309,0.0,樟树果,温、辛,胃、脾
4174,0.0,热痱草,温、苦、辛,肺、胃、脾
9601,0.0,长叶赤爬根,温、辛,胃、脾
10148,0.0,凤蝶,温、咸、辛,脾
12308,0.0,樟树根,温、辛,肺、脾
8977,0.0,铜锤草,温、甘,脾、肾
6018,0.0,云实蛀虫,温、甘、辛,脾、肝
4873,0.0,桑白皮,寒、甘、辛,肺、脾
6583,0.0,竹叶椒叶,温、苦、辛,肺、脾
10237,0.0,鬼臼叶,温、辛,心
5958,0.0,熊肉,温、甘,脾、肾
2725,0.0,橘白,温、苦、甘、辛,胃
2724,0.0,橘饼,温、甘、辛,肺、胃、脾
6150,0.0,羊皮,温、甘,肺、大肠、脾
12415,0.0,藏麻黄,温、苦、辛,肺、膀胱、脾
6016,0.0,云雾七,温、辛,脾、肾
11054,0.0,墨吉对虾,温、咸、甘,胃、脾、肾
11121,0.0,密花岩风,温、甘、辛,肺、心、肝
9645,0.0,赤麂,温、咸、甘,肺、脾、肾
6591,0.0,竹头草,温、甘,脾
12419,0.0,中甸山楂,温、甘、酸,胃、脾、肝
10185,0.0,公鸡馒头蟹,温、咸、辛,脾、肝
356,0.0,豹皮樟,温、苦、辛,胃、脾
4179,0.0,瑞香叶,平、辛,肺、脾
5937,0.0,喜马拉雅紫茉莉,温、甘、辛,脾、肾
12346,0.0,竹叶山姜,温、辛,胃、脾
11064,0.0,蒙古黄芪,温、甘,肺、脾、肾
6041,0.0,云防风,温、甘、辛,肺、脾、肝
8973,0.0,土远志,温、甘、酸、毒,肺、胃、脾、肝
9681,0.0,翅果麻,温、辛,脾、肝
4361,0.0,三叶海棠,温、酸,胃、脾
8971,0.0,鼍肉,温、甘、酸,胃、脾、肝
4766,0.0,松蒿,凉、辛,肺、胃、脾
10230,0.0,广叶星蕨,寒、甘,膀胱、脾、肾
6947,0.0,樟树叶,温、辛,肺、心、脾
367,0.0,菠菜子,温、辛,肺、脾
5955,0.0,熊脂,温、甘,脾
9347,0.0,白砂糖,寒、平、温、甘、毒,脾
6948,0.0,樟树皮,温、苦、辛,肺、胃、脾
6022,0.0,云朴,温、苦、辛,肺、大肠、胃、脾
9654,0.0,川拟水龙骨,温、辛,肺
11083,0.0,马蹄草,温、甘、辛,肺、脾
11130,0.0,毛水茄,温、辛,肺、脾、肝
12267,0.0,岩半夏,温、苦、辛,肺、胃、脾
12243,0.0,盐蛇,温、甘,脾
4128,0.0,漆子,温、辛、毒,脾、肝
4129,0.0,漆叶,温、辛、毒,脾、肝
5037,0.0,土田七,温、苦、辛,心、脾
8980,0.0,甜杏仁,温、苦、辛、毒,膀胱、脾
4130,0.0,漆树皮,温、辛、毒,肾
10454,0.0,和他草,平、甘、辛,胃、脾、肝
10109,0.0,防己实,平、涩、辛,脾
11205,0.0,木椒根,温、热、辛、毒,胃、脾
12453,0.0,樟树子,温、苦、辛,胃、脾
12373,0.0,柱冠粗榧,平、甘、辛,脾、肝
11014,0.0,梨蒴曲柄藓,温、辛,肺、肾
6086,0.0,芋叶,平、甘、辛,肺、心、脾
11220,0.0,马蹄叶,温、辛、毒,肺
6962,0.0,鹧鸪,温、甘,心、胃、脾
8984,0.0,棠梨枝叶,温、苦、辛,肺、脾
493,0.0,赤沙糖,温、甘,胃、脾、肝
3069,0.0,荔枝,温、甘、酸,脾、肝
488,0.0,赤小豆花,凉、辛,心、大肠、胃、脾
2860,0.0,龙脑香子,温、辛,肺
198,0.0,白降丹,热、辛、毒,脾
10912,0.0,鲮鲤,温、涩、甘、毒,脾
6879,0.0,紫金血藤,温、涩、辛,脾、肝
9383,0.0,柄瓣木,温、甘,心、脾、肝
489,0.0,赤小豆,寒、甘、酸,心、小肠、脾、肾
535,0.0,侧子,热、辛、毒,心、脾、肝
6089,0.0,芋梗,平、辛,心、脾
491,0.0,赤石脂,温、涩、甘、酸、毒,心、大肠、胃、脾
12371,0.0,枕材,温、辛、毒,肺、脾
3298,0.0,黎豆,温、苦、甘,肺、脾
9614,0.0,慈竹箨,寒、甘,肺、心、脾
253,0.0,白扁豆,平、温、甘、淡,胃、脾
196,0.0,白芥,温、辛,肺
5878,0.0,莕菜,寒、甘、辛,膀胱
10221,0.0,干饧糟,温、甘、毒,胃、脾
11214,0.0,牧地香豌豆,温、甘、辛,肺
518,0.0,刺梨,涩、甘、酸,胃、脾、肾
12231,0.0,玉兰花,温、辛,肺、肾
6102,0.0,阴香根,温、甘、辛,胃
4915,0.0,粟奴,温、苦,胃、脾
4925,0.0,黍米,温、甘,肺、大肠、胃、脾
12389,0.0,总状蕨藻,温、辛,心
12235,0.0,燕尾鲳,温、甘、酸,胃、脾、肝
524,0.0,刺果卫矛,温、辛,脾
2586,0.0,酒酿,温、甘、辛,肺、胃、脾
11030,0.0,马唐,寒、甘,脾、肝
6853,0.0,紫苏梗,温、辛,肺、胃、脾
8955,0.0,五爪龙,温、苦、甘,心、脾
10968,0.0,林麝香,温、辛,心、脾
4242,0.0,山枇杷,平、辛,膀胱、脾
10457,0.0,黄鲻,温、咸、甘,脾、肾
8958,0.0,五叶泡,寒、涩、甘,心、脾、肝
2891,0.0,兰花,平、辛,肺、脾、肝
8983,0.0,天冬,温、甘,肺、脾
4115,0.0,鹊,寒、甘,肺、膀胱、脾
10983,0.0,老虎姜,平、温、甘、辛、毒,肺、脾
11092,0.0,毛叶荚蒾,温、辛,肾
4914,0.0,粟芽,温、苦,胃、脾
3290,0.0,鲢鱼,温、甘,胃、脾
2882,0.0,兰屿肉豆蔻,温、苦、辛,胃、脾
12390,0.0,鹧鸪麻,温、苦、毒,心、脾
12240,0.0,鱼眼草根,温、甘、辛,膀胱
3176,0.0,鹿肉,温、甘,脾、肾
245,0.0,白豆蔻,温、辛,肺、胃、脾
209,0.0,白花蛇头,温、咸、甘、毒,脾、肝
6852,0.0,紫苏叶,温、辛,肺、胃、脾
4825,0.0,神曲,温、甘、辛、毒,胃、脾
219,0.0,白花菜子,温、苦、辛、毒,心、脾
8954,0.0,五指山参,温、苦、辛,心、脾
5977,0.0,霞天膏,温、甘,脾
3029,0.0,骆驼肉,温、甘,脾
10978,0.0,栾犀,温、甘,胃、脾
11021,0.0,龙须菜,寒、甘、毒,脾
4248,0.0,山柰,温、辛,胃、脾
2559,0.0,姜三七,温、辛,肺、心
5052,0.0,土良姜,温、苦、辛,胃、脾
6100,0.0,阴香叶,温、甘、辛,胃、脾
5866,0.0,虾蟆,寒、甘,心、脾
53,0.0,巴豆叶,温、辛、毒,大肠、三焦
11024,0.0,马面鲀肉,温、咸、甘,胃、脾
10421,0.0,灰星鲨,温、甘,脾
6881,0.0,紫金莲,温、甘、辛、毒,肝
6882,0.0,紫金标,温、苦、辛、毒,心、脾
4831,0.0,砂仁,温、辛,胃、脾、肾
2633,0.0,假鹰爪根,温、辛、毒,脾、肝
5976,0.0,藓生马先蒿,温、苦、甘,心、脾
3281,0.0,辣椒,热、辛,胃、脾
4237,0.0,山漆树,温、苦、辛,膀胱、脾
12264,0.0,鸭脚木叶,平、温、涩、辛,肾
11185,0.0,美丽茶藨,温、辛,肺
4731,0.0,杉材,温、辛,肺、胃、脾
11085,0.0,马皮,温、甘、辛,肺、脾
6918,0.0,雉子筵,温、甘,肺、脾
5892,0.0,雪乌,热、苦、辛、毒,胃、脾
12369,0.0,棕胸竹鸡,温、咸、甘,肺、大肠、胃、脾
10496,0.0,黑果山姜,平、甘、辛,胃、脾、肝
2640,0.0,假连翘,温、甘、辛、毒,肝
2555,0.0,姜叶,温、辛,肺
2638,0.0,假木豆,寒、甘、辛,肺、大肠、脾、肾
10917,0.0,辣椒头,温、辛,脾
12258,0.0,野藿香,温、苦、辛,大肠、胃、脾
10957,0.0,浪叶花椒,温、辛,胃、脾
6544,0.0,鳙鱼,温、甘,胃、脾
6101,0.0,阴香皮,温、甘、辛,脾
11037,0.0,蜜疣菝葜,温、甘,脾、肝
5888,0.0,雪猪油,温、辛,脾
9014,0.0,人血七,平、甘、辛,心、脾、肝
9619,0.0,粗茎反顾马先蒿,温、辛,胃、脾
5030,0.0,麝香壳,温、辛,脾
3164,0.0,鹿脂,温、甘,肺、脾、肝
9,0.0,安胎药,温、涩、毒,脾、肾
6851,0.0,紫苏子,温、辛,肺、大肠
220,0.0,白花菜,平、甘、辛,脾、肝
12253,0.0,野牡丹根,平、温、涩、甘、酸,胃、脾、肝
5031,0.0,麝香,温、辛,心、脾、肝
10908,0.0,拉萨翠雀花,热、辛、毒,心、脾、肝
11200,0.0,马来熊脂,寒、热、甘、辛、香,肺、脾、肝
5978,0.0,蟋蟀,温、咸、辛、毒,小肠、膀胱
10906,0.0,硫磺菌,温、甘,胃、脾
12228,0.0,圆椎茎阿魏,温、辛,脾、肝
6958,0.0,鹧鸪脂,温、甘、辛,胃
12,0.0,阿魏侧耳,温、苦、辛,胃、脾
5890,0.0,雪猪骨,温、咸、辛,肾
3073,0.0,茖葱,温、辛,肺
8960,0.0,五桠果,咸、甘、滑,肺、心、脾、肾
10225,0.0,疳积药,温、涩,大肠、胃、脾
231,0.0,白桂,温、甘、辛,肺、肝
10982,1.0,蓝靛果忍冬,凉、苦,心、大肠
11509,1.0,水朝阳,凉、温、苦、咸、毒,肺
4598,1.0,石油菜,凉、苦,肺、脾
9963,1.0,点花龙胆,寒、苦,胃、膀胱、肝
11503,1.0,水枇杷叶,凉、苦,心
2877,1.0,龙船花,凉、甘、淡,肝
11075,1.0,猕猴梨,凉、涩、淡,胃、脾、肝
10775,1.0,鸡爪竻,苦、涩、甘,心、大肠、肝
1977,1.0,黄锁梅叶,平、苦、涩,脾、肝
5284,1.0,甜茶,凉、甘,肺、膀胱、肝
11513,1.0,石楞腿,凉、甘、淡,肺、脾、肾、肝
3163,1.0,绿包藤,凉、苦,脾、肝
1846,1.0,胡桃青皮,平、苦、涩,胃、脾、肝
10776,1.0,金风藤,寒、苦,肝
9966,1.0,多叶勾儿茶,凉、苦、甘,肺
11580,1.0,水苦荬果实,凉、苦,心、肾、肝
5319,1.0,藤槐,寒、苦,肝
2878,1.0,龙齿,凉、涩、甘,心、肝
1961,1.0,黄紫堇,凉、苦,肺、心、膀胱
4599,1.0,石燕,凉、咸、甘、毒,膀胱、肾、肝
9362,1.0,篦齿虎耳草,寒、苦,膀胱、胆、肝
11575,1.0,石萝藤,凉、苦、辛,肺、脾、肝
11095,1.0,马来熊胆,寒、苦、咸,胆、肝
9992,1.0,大刺儿菜,凉、苦、甘,心、脾
9075,1.0,牡荆茎,凉、苦、甘,脾、肝
2874,1.0,龙胆,寒、苦,胆、肝
2876,1.0,龙船花根,凉、苦、涩,肺、胃
10777,1.0,卷鞘鸢尾,凉、甘、淡,心、大肠、胃、肝
9452,1.0,刺头复叶耳蕨,凉、苦、涩,心、大肠
11543,1.0,森等,凉、苦,肺、心、肾、肝
8883,1.0,玉蝉花,凉、苦,肺、心
2900,1.0,老蜗生,凉、苦、涩、甘、毒,肺、胆、肾、肝
10220,1.0,广东金叶子,凉、苦、涩、甘,肝
3543,1.0,梅花草,凉、苦,肺、胆、肝
10790,1.0,鸡嗉子,凉、平、苦、涩,膀胱、胆、肾、肝
10325,1.0,华苘麻,凉、苦、辛,肝
11564,1.0,水接骨丹,凉、淡,心、脾、肾
10179,1.0,光叶决明,凉、苦、涩,肺、肝
10174,1.0,钩距黄堇,凉、苦,心、胃、肝
8988,1.0,鼠标蛇,凉、苦、辛,肺、肝
1886,1.0,荷莲豆菜,凉、苦,胃、膀胱、肝
1885,1.0,荷秋藤,凉、苦、辛,肝
1884,1.0,荷叶,平、苦、涩,肺、心、胆、脾、肝
3541,1.0,梅花刺果,凉、苦、酸,肝
9983,1.0,多头风轮菜,寒、苦,肝
9074,1.0,牡荆沥,平、苦、辛,脾、肝
4805,1.0,树扁竹,凉、苦,膀胱
3546,1.0,梅花,凉、苦、甘、酸,肺、胃、肝
3549,1.0,梅根,寒、苦,胆、肝
10176,1.0,过山消根,凉、苦、辛,肺、肝
7407,1.0,胆南星,凉、苦、辛,肺、脾、肝
11546,1.0,树胶胺,凉、苦、辛,肺、大肠
2911,1.0,老虎泡,凉、咸、酸,肾、肝
2917,1.0,老白花,凉、淡,肺、肝
4899,1.0,蛇附子,凉、苦、辛,肺、心、肾、肝
11560,1.0,石三棱,凉、苦、甘,肺、肝
10177,1.0,狗泡草,凉、淡,大肠、膀胱
4903,1.0,蛇百子,平、苦、辛,脾、肝
10789,1.0,戟叶鹅绒藤,凉、苦,心
4897,1.0,蛇根木,凉、苦,肝
4804,1.0,树葱,凉、苦,肺、心
11559,1.0,三索锦蛇蜕,平、苦、辛,肺、肝
1953,1.0,海底柏,凉、甘、碱,肺、心、肝
1883,1.0,荷叶蒂,平、苦、涩,大肠、脾、肝
6428,1.0,野黄瓜,凉、苦、甘,胃、脾、肝
3562,1.0,猫耳朵草,凉、苦、辛,肺、胃
10218,1.0,古城玫瑰树,寒、苦,肝
11529,1.0,疏毛翅茎草,凉、苦,肺、胃
8885,1.0,鱼鳃,凉、苦、甘,肺、心
1865,1.0,厚皮树,凉、涩、淡,肝
9971,1.0,多节青兰,凉、苦,肝
11086,1.0,马甲子叶,凉、苦,心、肝
11093,1.0,毛蕊草报春,平、苦,心、肝
1859,1.0,厚叶贯众,寒、苦,脾、肝
11573,1.0,湿地匐灯藓,凉、淡,肺、肝
11516,1.0,石羊菜,凉、苦、淡,脾、肝
11077,1.0,马瓞儿,凉、甘、淡,脾、肝
11076,1.0,脉叶木蓝,凉、苦,肾、肝
9969,1.0,吊白叶,凉、涩、淡,肺
9358,1.0,变缘小檗,寒、苦,肝
5302,1.0,獭皮毛,凉、苦,肾
2926,1.0,驴蹄草,凉、苦、辛,肺、脾
3531,1.0,猕猴桃枝叶,凉、苦、涩,肺、肝
2896,1.0,老鸦柿,平、苦,肝
11567,1.0,宿苞石仙桃,凉、涩,肺、胃、膀胱、肝
2921,1.0,卵叶鳞始蕨,凉、涩、淡,大肠、肝
10991,1.0,凌云南星,苦,肝
11534,1.0,水黽,平、苦、毒,心、肝
11533,1.0,桑沥 ,平、苦、辛,肺、肝
9987,1.0,短尖忍冬,凉、苦、甘,肺、大肠、胃
3557,1.0,猫人参,凉、苦、涩,肝
9973,1.0,地瓜子,毒,肝
4603,1.0,石仙桃,凉、苦、甘,肺、肾
1872,1.0,孩儿草,凉、苦、辛,肺、脾、肝
1871,1.0,孩儿茶,凉、苦、涩、毒,肺、心
3560,1.0,猫脚印,平、苦、辛,肺、肝
4799,1.0,树火麻,凉、淡,大肠
3533,1.0,猕猴桃根,凉、涩、甘、毒,心、脾、肾、肝
2549,1.0,绞股蓝,凉、苦、甘,肺、脾、肾
2979,1.0,里白,凉、苦、涩,肝
3144,1.0,绿盐,平、苦、咸、辛、毒,肝
1653,1.0,红香树,凉、苦、涩,大肠、胃、肝
6771,1.0,猪鬃草,凉、苦、毒,肾、肝
