Label,名称,Taste,Type
2.0,小柿子叶,凉、苦、涩,肺
2.0,积雪草,寒、苦、辛,肺、膀胱、脾、肾
2.0,鲛鱼翅,平、咸、甘、滑,肺、胃
2.0,黑及草,寒、苦,肺
2.0,婆罗门皂荚,寒、苦、毒,心、脾
2.0,鸡骨头树,凉、苦,胆
2.0,百花锦蛇油,凉、辛,肺
2.0,宝珠草,寒、甘、淡,肺、胃、脾
2.0,蕤仁,寒、甘、毒,肺、心、脾、肝
2.0,路郎鸡,寒、辛,肺
2.0,鲈鱼,寒、苦,肺
2.0,榕须,平、苦,肺、脾、肾
2.0,假连翘叶,平、苦,肺、肝
2.0,球兰,寒、苦、毒,肺、心、肝
2.0,佛甲草,寒、甘、淡,肺、心、脾、肝
2.0,蛤壳,寒、咸,肺、胃、肾
2.0,腐婢根,寒、苦,脾
2.0,白地紫菀,平、苦、辛,肺、大肠、脾
2.0,楔叶茶藨,凉、苦,心、膀胱
2.0,长尾复叶耳蕨,寒、苦,胃、肾
2.0,杨梅树,平、涩,大肠、胃、肝
2.0,波棱瓜,寒、苦,脾、肝
2.0,紫斑海菊蛤,寒、苦,肺、心、肾
2.0,青蛙胆,寒、苦,肺
2.0,升麻,寒、甘、辛,肺、大肠、胃、脾
2.0,黄耆茎叶,平、甘、辛,心、肝
2.0,青花木,平、辛,心
2.0,黄斑海蜇,寒、苦、咸,肺、肝
2.0,车前子,寒、甘、淡,肺、膀胱、肾、肝
2.0,栘依果,凉、涩、酸,肝
2.0,斑嘴鸭,平、咸、甘,大肠、胃、脾、肾
2.0,白菊花根,寒、苦,肺、心
2.0,长瓦韦,寒、苦、甘,肺、心、肝
2.0,七鳃鳗肉,凉、甘、辛,肾、肝
2.0,芒硝,寒、苦、咸,大肠、胃
2.0,云南观音座莲,凉、苦,肺、肾
2.0,洁丽香菇,平、甘,心、脾
2.0,阿尔泰瑞香,温、辛、毒,肺、心、胃
2.0,红桑,凉、苦、辛,肝
2.0,火斑鸠,温、咸、甘,胃、脾、肝
2.0,蟛蜞,寒、咸,脾
2.0,蜈蚣兰,凉、苦,肺、膀胱、肾
2.0,通草,寒、甘、淡,肺、胃
2.0,青脚莲,寒、苦、毒,心
2.0,八角麻,平、淡,肺、大肠、胃、脾
2.0,天冬天冬,寒、苦、甘,肺、肾
2.0,长前胡,寒、苦、辛,肺
2.0,江豚肝,寒、咸、甘,肾、肝
2.0,鸦葱,寒、苦、涩,心
2.0,绒紫萁,平、苦,肾、肝
2.0,青丝线,寒、甘、淡,肺、脾、肝
2.0,青木香,寒、苦、辛、毒,肺、胃
2.0,阿罗鱼,寒、苦,心、肝
2.0,蜗牛,寒、咸、毒,大肠、胃、膀胱
2.0,肉果草,寒、苦、甘,肺
2.0,蛤蜊粉,寒、咸,肺、肾、肝
2.0,白三七根,凉、苦、涩,missing
2.0,虎膏,平、甘,肺、脾
2.0,川木通,寒、苦、淡,心、小肠、膀胱
2.0,川层草,寒、苦、毒,大肠、膀胱、肾
2.0,紫油木皮,凉、苦、涩,脾
2.0,由跋,平、温、苦、辛、毒,肺、心
2.0,韩信草,寒、苦、辛,肺、心、肝
2.0,枣槟榔,苦、涩、甘,肺、胃、脾
2.0,曲花紫堇,寒、苦,肺、胆、肝
2.0,白豆蔻壳,辛,胃、脾
2.0,翻白柴,凉、苦,肺、膀胱
2.0,八角香兰,温、辛,胃、脾
2.0,斑飞蜥,寒、苦、辛,肺
2.0,南沙参,寒、甘,肺、胃
2.0,斑果藤,平、苦、甘,肺
2.0,异株蛇菰,温、甘,脾、肾、肝
2.0,广州山柑,寒、苦,肺、心
2.0,假朝天罐,凉、涩,心、大肠
2.0,贝爪曲花紫堇,凉、苦,肺、心、肝
2.0,百合—卷丹,missing,missing
2.0,千金藤,寒、苦、辛,肺、大肠、脾
2.0,鳖胆,寒、咸,大肠
2.0,川贝母,寒、苦、甘,肺、心
2.0,明党参,寒、苦、甘,肺、脾、肝
2.0,山豆根,寒、苦、毒,肺、胃
2.0,百足藤,苦、辛,肝
2.0,白马骨根,凉,肾、肝
2.0,山麦冬,寒、苦、甘,肺、心、胃
2.0,金钱橘饼,凉、甘,胃、脾
2.0,百齿卫矛,平、甘,肾
2.0,秋木瓜,温、苦、涩、甘、辛、酸、毒,胃、肝
2.0,假蒟叶,温、苦、辛、毒,肺、胃、肾
2.0,海南海金沙,凉、甘、淡,膀胱
2.0,白花夏枯草,寒、苦、辛,肺、肝
2.0,变色树蜥,温、咸、辛,肺、肾、肝
2.0,浆果乌桕,平、甘,脾、肝
2.0,扁豆,温、甘,胃、脾
2.0,白杨树,凉、苦、涩,肺、肾
2.0,扁头哈那鲨肝油,平、甘、淡,肾、肝
2.0,金牛草,平、苦、辛,肺、大肠
2.0,辉韭,温、辛,肺、肾
2.0,禹州漏芦,寒、苦,胃
2.0,野花生,凉、苦、甘,肺、肝
2.0,黄花地丁,温、甘、酸,肺、大肠
2.0,黑印真鲨皮,温、苦、甘,胃、脾
2.0,槐白皮,平、辛,肺、大肠、肾、肝
2.0,白胶香,平、苦、咸、辛、毒,肺、脾、肝
2.0,鲎胆,寒、苦,肺、大肠
2.0,铅粉,寒、甘、辛、毒,肺、脾、肾
2.0,水通草,平、甘、淡,膀胱、脾
2.0,铅霜,寒、甘、酸、毒,肺、心
2.0,鳖甲胶,寒、咸,肺、肾、肝
2.0,碎米柴,凉、平、苦、甘,心、胃、脾、肾
2.0,梧桐叶,寒、苦,肺、肝
2.0,小野鸡尾,寒、苦,肺、心、大肠、小肠、胃、肝
2.0,桦木皮,missing,胆
2.0,乳腐,寒、甘、毒,大肠、胃、脾
2.0,厚叶鳞毛蕨,寒、苦,脾、肝
2.0,走茎丹参,平、苦,肺、胃
2.0,荠苨,寒、甘,肺、脾
2.0,锦灯笼,寒、苦,肺
2.0,牵牛子,寒、苦、辛,肺、大肠、小肠、肾
2.0,坚岸黄芪,温、甘,肺、心、脾、肾
2.0,皱叶羊蹄,寒、苦、酸、毒,心、肾、肝
2.0,金口蝾螺,寒、咸,肺、大肠、膀胱、脾
2.0,琼枝,寒、咸、甘、毒,肺、大肠、肝
2.0,有瓜石斛,寒、甘、淡,肺
2.0,鸡肉参,寒、苦、辛,肺、心、肝
2.0,鸡脚刺,凉、辛,肺、胃、肝
2.0,蒲桃叶,寒、苦,心
2.0,鸦跖花,寒、苦,肺、肝
2.0,半枝莲,寒、苦、辛,肺、肾、肝
2.0,广枝仁,平、苦、涩,肺、大肠、脾
2.0,茴香,温、辛,肺、膀胱、肾、肝
2.0,剪夏罗,寒、苦、甘,肺、肝
2.0,锯锯藤,平、苦、甘、辛,大肠、膀胱、肝
2.0,剪刀股,寒、苦,胃、肾
2.0,畦畔莎草,平、甘,心、肝
2.0,肺形草,苦、甘、辛,肺、肾
2.0,黄耆,寒、苦,肺、胆、肝
2.0,黄麻根,寒、咸、甘,肺、大肠、肝
2.0,生瓜,寒、甘、毒,胃、脾
2.0,斑地锦,平、辛,missing
2.0,前胡,寒、苦、辛,肺、脾、肝
2.0,假木豆,寒、甘、辛,肺、大肠、脾、肾
2.0,虫豆,寒、苦、甘,肺
2.0,望江南,寒、苦,肺、胃、肝
2.0,矮假水晶兰,平、咸,肺、肾
2.0,矮小石松,平、苦、涩,肾、肝
2.0,云南榧树,平、苦、涩,大肠、胃、脾
2.0,棒柄花,寒、苦,肺、大肠、膀胱、脾
2.0,翼叶老鸦嘴,温、辛,肾、肝
2.0,青黛,寒、咸,肺、胃、肝
2.0,蓬莱草,凉、苦,肺、心、小肠
2.0,红紫桂竹香,寒、苦,心、肾
2.0,番荔枝叶,寒、苦、涩,心、大肠
2.0,长柄车前蕨,凉、苦,肺、肾
2.0,红面猴胆,寒、咸、甘,肺、肾、肝
2.0,雷丸,寒、苦,大肠、胃
2.0,飘拂草,寒、淡,膀胱、肾
2.0,日本蝠鲼鱼鳃,凉、辛,肺、心
2.0,寄生黄,寒、苦、涩,肺、胃、肝
2.0,望江青,凉、苦、甘,肺
2.0,曲枝天门冬,凉、苦、甘,肝
2.0,矮探春果实,凉、苦、辛,肺、膀胱
2.0,艾氏活额寄居蟹,温、咸、甘,肝
2.0,八角麻根,平、淡,心、脾、肝
2.0,虎骨胶,寒、苦,大肠、胃
2.0,胡桐泪,温、辛,missing
2.0,软刺蹄盖蕨,凉、苦、涩,大肠、膀胱
2.0,番泻叶,寒、凉、苦、甘,大肠
2.0,轻粉,寒、辛、毒,肺、大肠、肾、肝
2.0,矮地茶,平、苦,肺、肝
2.0,槐根,平、苦,肺、大肠
2.0,猪胆粉,寒、苦,肺、大肠、胆、肝
2.0,槐花,寒、苦,肺、心、大肠、肝
2.0,暗褐竹鼠,寒、苦、甘,肺、脾
2.0,暗鳞鳞毛蕨,寒、苦,大肠、肾、肝
2.0,假蒟,温、苦,肺、心、大肠、脾
2.0,秋石,寒、咸、毒,肺、肾
2.0,干苔,寒、咸、毒,肺、脾、肾
2.0,维特他,寒、苦,肺、大肠
2.0,荃皮,温、苦、涩,肺
2.0,望月砂,寒、辛,肺、肝
2.0,硬水黄连,寒、苦,肺、大肠、肝
2.0,山甘草,凉、苦、甘,肺、大肠、膀胱
2.0,疏毛翅茎草,凉、苦,肺、胃
2.0,天山花楸,凉、苦、甘、毒,肺、胃、脾
2.0,天青地白,寒、甘、淡,肺、小肠、脾、肝
2.0,台湾菱叶常春藤,寒、苦、辛,肝
2.0,旱水仙根,凉、苦,心
2.0,油桐根,寒、苦、辛、毒,肺、胃、脾、肝
2.0,天名精,寒、苦、辛,肺
2.0,天门冬,寒、苦、甘,肺、肾
2.0,慈姑,寒、苦、甘、辛,肺、膀胱、脾、肝
2.0,天花粉,寒、苦、甘,肺、胃
2.0,胎生狗脊蕨,寒、苦,肾、肝
2.0,太子参,寒、苦、甘,肺、脾
2.0,叙永小檗,寒、苦,心、脾、肝
2.0,大虎耳草,寒、苦、辛、毒,肺、心
2.0,石防风,寒、凉、苦、辛,肺、肝
2.0,石膏,寒、甘、辛、毒,肺、胃
2.0,大红袍,凉、苦、甘,肺、大肠、脾
2.0,石斛,寒、甘,肺、胃、肾
2.0,黄杨叶芒毛苣苔,温、甘,心、脾
2.0,石花菜,寒、咸、甘、滑、毒,肺、肝
2.0,金星草,寒、苦、毒,心、大肠、小肠、脾
2.0,乌脚枪,凉、苦,missing
2.0,小果荨麻,凉、苦,肝
2.0,窄叶半枫荷,平、苦、辛,肾、肝
2.0,条纹东方鲀,平、甘,肾、肝
2.0,土马鬃,寒、凉、平、苦、咸、甘、淡、酸、毒,肺、大肠、肝
2.0,大箭,寒、淡,肺、肾
2.0,鸡桑叶,寒、甘、辛,肺
2.0,金樱叶,平、苦,肺、心
2.0,土黄芩,寒、苦,肺、大肠
2.0,黄金菊根,甘、淡,膀胱、肾
2.0,大戟,寒、苦、辛、毒,肺、膀胱、脾、肾、肝
2.0,大火草根,温、苦、毒,肺、大肠
2.0,黄眼草,寒、苦,肺、肝
2.0,黄秋葵根,寒、平、苦,膀胱、肾
2.0,鱼胆草,凉、苦,肺
2.0,浙江孩儿草,凉、苦、甘,大肠、肝
2.0,金银花,寒、甘,肺、胃
2.0,樗白皮,寒、苦、涩,肺、心、大肠、胃、脾、肝
2.0,土贝母,凉、苦,肺、脾
2.0,锥花绿绒蒿,寒、涩、酸,肺、肝
2.0,香芋,温、辛、毒,胃、肝
2.0,蝉花,寒、甘、毒,肺、肝
2.0,桐木,平、苦、甘,肾
2.0,黄唇鱼鳔,寒、咸、甘,肾、肝
2.0,华凤仙,平、苦、辛,肺
2.0,藤子甘草,平、苦、甘,肺、膀胱
2.0,腺萼木,寒、苦,肺
2.0,石上蕉,寒、苦,膀胱、脾、肾
2.0,灰绿水芝麻,missing,missing
2.0,中亚滨藜,平、甘,肾、肝
2.0,大避债蛾,寒、苦、咸,肺、心、肝
2.0,大百解薯,寒、苦、毒,心、大肠、胃
2.0,石韦,寒、苦、甘,肺、膀胱、肾
2.0,石仙桃,凉、苦、甘,肺、肾
2.0,红纹马先蒿,温、酸,肾、肝
2.0,红花荷,温、辛,肝
2.0,小黄鱼肠油,平、咸、甘,肾、肝
2.0,石油菜,凉、苦,肺、脾
2.0,桐子花,寒、苦、辛、毒,肺、心
2.0,天麻茎叶,寒、苦,心、脾
2.0,四川山矾,寒、苦,肺
2.0,桐叶千金藤,寒、苦、辛,肺、大肠、胃、膀胱
2.0,天山侧金盏花,平、苦、毒,心、膀胱
2.0,通光散,寒、苦,肺、肝
2.0,四里麻,寒、苦、辛,肺、肾、肝
2.0,东北溲疏,寒、苦、辛,肺
2.0,海蛤壳,平、苦、咸、甘、毒,心、肾
2.0,通骨消,平、辛,脾、肾
2.0,滩贝母,寒、苦、甘,肺
2.0,华黄芪,温、甘,肾、肝
2.0,锡生藤,温、麻,大肠、肝
2.0,田唇乌蝇翼,平、苦,肺
2.0,天生草,平、甘、淡,脾
2.0,小嘴乌鸦,寒、咸、甘,肺、肾、肝
2.0,铁树叶,寒、凉、平、苦、甘、淡、毒,胃、脾
2.0,仙半夏,温、苦、辛,肺、胃
2.0,大浮萍,寒、辛,肺、脾、肝
2.0,石莲子,寒、苦、涩、甘,肺、心、胃、脾
2.0,台闽苣苔,寒、苦,肺、心
2.0,红铁泡刺,凉、涩、甘,大肠、胃、脾
2.0,土当归,温、辛,肾、肝
2.0,红背桂,平、苦、辛,肝
2.0,石龙胆,寒、苦、辛,肺、心、肝
2.0,石龙芮,寒、苦、辛、毒,肺、心
2.0,香樟果,温、辛,肺
2.0,楮头红,寒、苦、甘,肺、肝
2.0,石米,寒、甘、辛,肺、肝
2.0,天目地黄,寒、苦、甘,肾、肝
2.0,樟叶槭,平、苦,肝
2.0,秃果千里光,寒、苦、甘,肺、心
2.0,秃疮花,寒、苦,肺、心、胃
2.0,小红花,凉、苦、涩、辛,脾、肝
2.0,常山,寒、苦、辛、毒,肺、胃、脾、肝
2.0,大金刀,凉、苦,肺、心、膀胱
2.0,金鱼,寒、苦、咸,肺
2.0,大尾摇,平、苦,肺、膀胱
2.0,网肤藻,寒、咸,胃、脾、肾
2.0,睡菜,寒、苦、甘,心、脾
2.0,红果冬青根,凉、甘,肝
2.0,桑白皮,寒、甘、辛,肺、脾
2.0,猬胆,凉、苦,胆、肝
2.0,午香草,温、辛,肺、胃
2.0,鼠李皮,寒、苦,肺
2.0,鸡大腿,寒、甘、辛,肺、心
2.0,熊耳草,凉、苦,肺、心
2.0,心叶水柏枝,温、甘、辛,肺
2.0,桑叶,寒、苦、甘,肺、肝
2.0,香橼露,寒、淡,肺
2.0,万丈深,凉、苦、甘,肺、肝
2.0,微桂麻,寒、苦、涩,胃、脾
2.0,涩草,寒、涩、甘,肺、大肠、肝
2.0,鸡翎草,寒、甘,肺、脾、肝
2.0,鸡毛菜,寒、咸,肺
2.0,莎草蕨,凉、苦,肺
2.0,大叶藻,寒、咸,膀胱
2.0,乌木屑,平、咸、甘、毒,大肠、小肠
2.0,小果雪兔子,寒、苦,肺、心、胃
2.0,黄皮小檗,寒、苦,肺、心、肝
2.0,溲疏,寒、苦、辛、毒,胃、膀胱、肾
2.0,酥,寒、甘,肺、大肠、脾
2.0,细果野菱,凉、涩、甘,心、胃
2.0,雪松,温、涩、辛,心、大肠、胃、肝
2.0,大叶金花草,寒、苦、毒,肺、大肠、肝
2.0,黄山鳞毛蕨根,凉、辛,肝
2.0,匙叶草,寒、苦、辛,肺、大肠、肝
2.0,匙叶伽蓝菜,寒、苦、甘,肺、肾、肝
2.0,蜈蚣草根,温、涩、毒,肺、大肠
2.0,黑足金粉蕨,凉、苦,胃、膀胱
2.0,下延三叉蕨,寒、甘,心
2.0,鸢根,寒、苦、辛、毒,大肠、胃、脾
2.0,网纹裸胸鳝血,凉、咸、涩,心
2.0,无冠克什米尔紫堇,寒、苦,肺、大肠、肝
2.0,子楝树,寒、苦、辛,心、大肠、肝
2.0,薤叶,温、苦、辛,肺、心、大肠、肝
2.0,蛇莓根,寒、苦、甘,肺、胃、肝
2.0,厚叶美登木,温、苦、辛,肝
2.0,五花紫金牛,平、苦,肺、肝
2.0,鸡蛋花,凉、苦、甘,肺、大肠
2.0,商陆,寒、苦、毒,小肠、膀胱、脾
2.0,大沙叶,寒、苦、辛,心、脾
2.0,射干,寒、苦,肺、肝
2.0,胡兀鹫,平、咸,心、大肠、胃、脾
2.0,蟾皮,凉、苦、毒,肺、心、大肠、脾
2.0,乌药花,温、咸、辛,肝
2.0,树头发,寒、凉、苦、毒,肺、肝
2.0,万丈深茎叶,平、苦,肺、脾
2.0,黄杨子,凉、毒,肺、心
2.0,鱼虱子,寒、咸,胃、脾
2.0,五叶黄精,平、甘,肺、胃
2.0,无斑雨蛙,寒、苦,肺
2.0,挖耳子草,寒、苦,心
2.0,杨树花,寒、苦,大肠
2.0,大狼毒,温、苦、毒,肺、心
2.0,小乔木紫金牛,平、苦、辛,肺
2.0,驯鹿角,温、咸,肾、肝
2.0,松根,温、苦,肺、胃
2.0,大九股牛,凉、苦,肺、心
2.0,灰星鲨胆,missing,missing
2.0,细叶变叶木,寒、苦,肺、肝
2.0,细枝茶藨,寒、甘,肾、肝
2.0,松木皮,温、苦,肺、大肠
2.0,椭圆叶越桔,平、苦、甘,脾、肾、肝
2.0,线叶车前,寒、甘,肺、肾、肝
2.0,松下兰,平、苦,肺、脾
2.0,微糙山白菊,凉、苦,心
2.0,鱼腥草,寒、辛,肺、肝
2.0,大青盐,寒、咸、毒,肺、心、膀胱、肾、肝
2.0,线蕨,凉、苦、涩,肺、膀胱、肝
2.0,秫米,寒、甘,肺、大肠、胃
2.0,灰绿黄堇,凉、苦,肺、胃
2.0,大青,寒、苦,心、胃
2.0,砂茴香,凉、苦、甘,肺
2.0,五室五桠果,平、甘、酸,肺
2.0,马兜铃,寒、苦,肺、大肠
2.0,腺异蕊芥,平、甘、辛,胃、脾、肝
2.0,狭叶败酱,温、辛,肺、大肠
2.0,省沽油,苦、甘,肺
2.0,食盐,寒、咸、毒,肺、大肠、小肠、胃、肾、肝
2.0,酸浆,寒、苦、酸,肺、脾
2.0,大毛桐子根,平、苦,肺、胃、脾
2.0,星毛冠盖藤,平、苦,肾、肝
2.0,黑凹螺,寒、苦、酸,肾、肝
2.0,柿叶,寒、苦,肺
2.0,香港臭葱木,凉、苦、辛,胆、肝
2.0,蜀葵根,寒、咸、甘,肺、心、大肠、膀胱
2.0,树葱,凉、苦,肺、心
2.0,酸浆根,寒、苦,肺、脾
2.0,铁苋,凉、苦、涩,肺、心、大肠、小肠
2.0,铁丝七,寒、平、苦、涩、甘,肺、膀胱、肝
2.0,升药底,平、苦,肺
2.0,小舌紫菀,寒、苦,脾、肾、肝
2.0,矩圆线蕨,寒、甘,肺、膀胱
2.0,鼠标蛇,凉、苦、辛,肺、肝
2.0,矩圆石韦,凉、苦,肺、膀胱
2.0,十姊妹,凉、苦、辛,肝
2.0,纤毛萼鱼藤,missing,missing
2.0,钓杆柴,凉、苦、甘、酸,肺、膀胱、脾
2.0,矩叶大青,寒、苦,肺、大肠
2.0,伞花山柳菊,凉、苦,肝
2.0,见血清,凉、苦、涩,肺、肾
2.0,石生铁角蕨,平、涩、淡,肺、心、膀胱、肝
2.0,五倍子,寒、涩、酸,肺、大肠、胃、肾、肝
2.0,三丫苦叶,寒、凉、苦、辛、毒,肺、肝
2.0,石鳖,凉、甘、毒,脾
2.0,矩镰荚苜蓿,寒、苦,心、小肠
2.0,胆木,寒、苦,肺、大肠、膀胱、胆
2.0,山茶叶,寒、苦、涩,心
2.0,香须树,平、苦、甘,心、肾、肝
2.0,无患子叶,平、苦,肺、心
2.0,黑毛绣球,凉、辛、酸、毒,胃、胆、脾
2.0,冻绿刺,寒、苦、涩,肺、大肠、胃、脾
2.0,三叶木蓝,寒、苦,心
2.0,巨紫堇,寒、苦,肺、心、肝
2.0,菘子,平、甘、毒,肺、脾
2.0,山蟹,平、辛,肺
2.0,旋复花,凉、辛、淡,胃、脾、肾、肝
2.0,小叶野决明,平、苦、涩、甘,三焦、胃、脾、肾
2.0,荷叶铁线蕨,平、苦、淡,膀胱、肝
2.0,黑龙江草蜥,温、苦、辛,脾、肝
2.0,山椒根,温、涩、辛、毒,肺、肾、肝
2.0,细棉花,平、涩、辛,心、大肠、脾、肝
2.0,水慈姑,凉、辛、毒,心
2.0,无患子,寒、苦、辛、毒,肺、心
2.0,灰蒿,寒、苦、辛,肺
2.0,松菌,温、淡,胃、肾
2.0,思茅松嫩球果,温、辛,心、肾、肝
2.0,三色堇,寒、苦,肺
2.0,乌蛇,热、辛,胃、脾
2.0,香樟,温、辛,胃、脾
2.0,小天蒜,寒、苦、麻、毒,肾、肝
2.0,三筒管,寒、苦,心、大肠
2.0,诃子核,温、苦、涩,肺、大肠
2.0,万年青根,平、甘,胃、脾、肾
2.0,腺毛黑种草,温、苦,胃、胆、脾
2.0,山慈菇,寒、甘、辛、毒,肺、胃、肝
2.0,人参娃儿藤,寒、苦、甘,肺、心、肝
2.0,人参芦,凉、甘、淡,肺、心、肝
2.0,茶子,寒、苦、毒,肺
2.0,细斑裸胸鳝血,凉、辛,心、肝
2.0,假芫茜,温、辛,肺、大肠、胃、脾
2.0,假鹊肾树,温、苦、辛,脾、肾、肝
2.0,黑鳍髭鲷,寒、苦,胆、肝
2.0,滇鸡骨常山,寒、苦、毒,肺、肝
2.0,春不见,寒、凉、苦、涩、甘,肺、肝
2.0,沙漠嘎,温、辛,肺、肾、肝
2.0,鴞,温、甘、毒,脾
2.0,九莲灯,寒、苦、甘,肺、脾、肝
2.0,思茅松松节,温、甘、辛,脾、肾、肝
2.0,山李子,寒、苦、毒,肺、大肠
2.0,金丝线,温、甘,肺、肾、肝
2.0,红三七,凉、平、苦、涩、毒,大肠、肾、肝
2.0,虎肚,missing,胃
2.0,山绿茶,寒、辛,肺、脾、肾、肝
2.0,沙塘木,平、甘,肺、胃、脾、肾、肝
2.0,黄水芋,温、苦、毒,肾、肝
2.0,上思厚壳树,平、苦,胃、脾
2.0,毛轴牙蕨,平、苦、甘,肺、脾、肝
2.0,阳桃,寒、甘、酸,肺、胃
2.0,三白草,寒、苦、辛,肺、大肠、胃、脾
2.0,姜石,寒、咸、毒,心、胃
2.0,棣棠花,平、苦、涩,肺、胃、脾
2.0,石榴根,温、苦、涩、酸、毒,大肠、胃、脾
2.0,山大刀,凉、苦,肺、膀胱
2.0,山大黄,寒、苦,大肠、胃
2.0,紫萼蝴蝶草,凉、苦,胃、脾、肝
2.0,绞股蓝,凉、苦、甘,肺、脾、肾
2.0,假蒟果穗,温、辛,肺、胃、肾
2.0,山柑算盘子,凉、苦、甘,肺、心
2.0,夏侧金盏花,温、苦、辛,肺、心、肾
2.0,茭白,寒、甘,肺、脾、肝
2.0,虎皮香草,平、苦,大肠、脾
2.0,岩节连,寒、苦、辛,肺
2.0,伤寒草根,平、苦,肺、大肠
2.0,双髻鲨肝油,平、甘,肾、肝
2.0,蒴藋赤子,平、苦,肺、心
2.0,不灰木,寒、甘、毒,肺、膀胱
2.0,乌鸦头,寒、苦、甘,肺
2.0,茶膏,凉、苦、甘,肺、心、胃
2.0,九里根,凉、苦、甘,肺、胃、脾
2.0,山肉桂,温、甘、辛,膀胱、脾、肾
2.0,山黄豆藤,凉、苦、涩,肺、心
2.0,苏子,温、辛,肺、大肠
2.0,羊屎木,寒、苦,肺
2.0,丝瓜藤,寒、苦,心、脾、肾
2.0,水皂角,寒、平、苦、甘、毒,脾、肾、肝
2.0,冬瓜子,寒、甘,肺、大肠
2.0,冬瓜叶,凉、苦,肺、大肠
2.0,冬瓜藤,寒、苦,肺、肝
2.0,水蕨,寒、苦、甘、毒,大肠、胃、脾
2.0,矮醋栗,平、苦,肺、膀胱
2.0,冬瓜皮,寒、甘,肺、小肠、脾
2.0,冬瓜,寒、甘、淡,肺、小肠、膀胱
2.0,条斑紫菜,寒、咸、甘,肺、心、肾
2.0,吉丁虫,温、苦,肺
2.0,冬葵叶,寒、甘,肺、胆、肝
2.0,太白参,温、苦、甘,脾、肾
2.0,厚唇重唇鱼肉,平、苦、咸、甘,胃、肾
2.0,蚬肉海棠,凉、涩、酸,肺
2.0,卜芥,寒、苦、辛、毒,肺
2.0,水麻tiao,寒、苦、辛,胃
2.0,甜瓜子,寒、甘,肺、大肠、胃
2.0,甜瓜茎,寒、苦、甘,肺、肝
2.0,荷青花,平、苦,肝
2.0,水棉花,寒、苦、涩、毒,心、大肠、胃
2.0,山樱桃核,凉、辛,肺
2.0,水流豆,寒、苦、毒,肺
2.0,夹竹桃,寒、苦、毒,心
2.0,冬葵子,寒、甘,肺、大肠、小肠、胃、膀胱、肝
2.0,华南壁钱,寒、苦、涩,肺、胃
2.0,泰山前胡,温、辛,肺、肝
2.0,皱唇鲨肝油,平、甘,肾、肝
2.0,华南吴萸,温、辛,胃、脾、肝
2.0,黄鲻,温、咸、甘,脾、肾
2.0,太白秦艽,平、苦、辛,胆、肝
2.0,铁蕨鸡,寒、苦、涩,心、胃
2.0,金莲花,寒、苦,肺、胃
2.0,天蓝韭,温、辛,肺、胃、肝
2.0,粗毛鳞盖蕨,寒、苦,肺、肝
2.0,贴生石韦,missing,心、肾
2.0,铁包金,平、苦、涩,肺、心
2.0,粗叶耳草,凉、苦,肺、脾
2.0,桃茎白皮,平、苦、毒,肺、脾
2.0,红升麻根,凉、苦、辛、麻,肺、膀胱
2.0,小云雀,平、咸、涩、甘、酸,肺、大肠、脾、肾
2.0,藿香露,温、辛、毒,胃、脾
2.0,小凤尾草,温、甘、辛,肺、脾
2.0,水胡满根,寒、苦,肺、三焦、肝
2.0,金橘叶,寒、苦、辛,肺、脾、肝
2.0,水葫芦苗,寒、淡,小肠、肾
2.0,红砂糖,寒、温、热、甘、毒,肺、胃、脾、肝
2.0,环草,平、甘、毒,肺、胃、脾
2.0,水枇杷,凉、苦,肺
2.0,地涌金莲,寒、苦、涩,大肠
2.0,水仙根,寒、苦、辛、毒,肺、心
2.0,糖芥,寒、苦、辛,肺、胃
2.0,獭肉,寒、咸、甘,肺、肝
2.0,金果榄,寒、苦,脾、肾
2.0,水杨梅,凉、苦、涩,肺、大肠
2.0,臭草,寒、苦、辛,肺、心、肾、肝
2.0,细花丁香蓼,凉、淡,肺、肝
2.0,獭胆,寒、苦,肺、肝
2.0,肾叶鹿蹄草,温、苦、甘,胃、脾、肾
2.0,翅卫矛,寒、苦,肺、肝
2.0,虎筋,平、甘,肝
2.0,地浆,寒、甘、毒,肺、肝
2.0,地核桃,寒、苦、辛,肺
2.0,臭节草根,寒、苦,心
2.0,水竹叶,寒、甘,肺、膀胱
2.0,小果唐松草,凉、苦,肺、胆、肝
2.0,山大刀根,寒、苦、涩,肺、膀胱
2.0,地骨皮,寒、甘,肺、肾
2.0,地肤子,寒、苦,膀胱、肾
2.0,红花除虫菊,凉、苦,肝
2.0,山地虎耳草,凉、苦、淡,肝
2.0,地榆,寒、苦、酸、毒,肺、大肠、肾、肝
2.0,石桢楠根,寒、苦,心
2.0,水翁花,凉、苦、甘,肺、胃、脾
2.0,玉屑,寒、甘,心、胆、肝
2.0,地羊鹊,凉、苦、甘,肺、胃
2.0,思茅松松香,温、辛,肺、胃、脾、肝
2.0,水曲柳,寒、苦,肺、大肠、肝
2.0,禹白附,寒、苦,肺、心
2.0,鱼鳃,凉、苦、甘,肺、心
2.0,柚树寄生,寒、苦,肺、心
2.0,柚根,温、涩、甘,肺、心
2.0,胡桃肉,温、甘,肺、大肠、肾
2.0,香樟叶,温、辛,肺
2.0,淫羊藿根,平、苦、辛,肺、心、肝
2.0,金花蚤草,凉、苦,肺
2.0,棠梨,寒、涩、甘、酸、毒,肺、肝
2.0,银老梅,寒、苦、辛,肺、心、肝
