Label,名称,Taste,Type
10.0,刺榆叶,寒、淡,missing
10.0,牛轭草,寒、苦、甘、淡,missing
10.0,扭鞘香茅,寒、苦、辛,missing
10.0,春花胡枝子,寒、苦,大肠
10.0,念珠根黄芩,寒、苦,missing
10.0,泥胡菜,寒、苦、辛,missing
10.0,刺果峨参,平、甘、淡,肺、脾、肾、肝
10.0,南粤马兜铃,寒、苦,missing
10.0,南天仙子,寒、苦,missing
10.0,扶桑金星蕨,寒、苦,missing
10.0,南丹参,寒、苦,missing
10.0,南川升麻,寒、苦、甘、毒,missing
10.0,娘娘菜,寒、甘,missing
10.0,欧绵马,寒、苦、毒,missing
10.0,欧活血丹,寒、甘、辛,missing
10.0,泡桐花,寒、苦,missing
10.0,泡桐果,寒、苦,missing
10.0,毗黎勒,寒、苦、涩,missing
10.0,秋葵,寒、淡,missing
10.0,扁竹兰,寒、苦、辛、毒,missing
10.0,荞麦叶,寒、酸,missing
10.0,跌破勒,寒、苦、涩,missing
10.0,山刺柏,寒、苦,missing
10.0,山慈菇叶,寒、甘、辛,missing
10.0,山臭草,寒、苦、辛,missing
10.0,山稗子根,寒、苦、涩,missing
10.0,山白龙,寒、苦,missing
10.0,短毛熊巴掌,寒、苦,missing
10.0,短小蛇根草,寒、苦,missing
10.0,淡竹叶,寒、甘、淡,missing
10.0,三角泡,寒、苦、辛,missing
10.0,三角草,寒、苦,missing
10.0,小麦麸,凉、甘,肾
10.0,三尖杉,寒、苦、涩、毒,missing
10.0,长毛风毛菊,寒、苦、涩,missing
10.0,丝瓜子,寒、苦,missing
10.0,丝瓜叶,寒、苦,missing
10.0,丝瓜花,寒、苦、甘,missing
10.0,丝瓜根,寒、苦、甘,missing
10.0,丝点地梅,寒、苦、辛,missing
10.0,山鸡腿,寒、苦,missing
10.0,山脚麻,寒、苦、甘,missing
10.0,长柄秋海棠,寒、酸,missing
10.0,山苦菜,寒、苦,missing
10.0,荞麦秸,寒、酸,missing
10.0,拳参,寒、苦、毒,missing
10.0,蜻蜒兰,寒、苦,missing
10.0,峨眉蕨贯众,寒、苦、涩,missing
10.0,峨眉石凤丹,寒、苦,missing
10.0,峨眉香科,寒、苦,missing
10.0,峨眉紫金牛,寒、苦、辛,missing
10.0,软丝藻,寒、咸,missing
10.0,软骨藻,寒、咸,missing
10.0,牛奶树子,寒、酸,missing
10.0,二歧根莲花根,寒、苦,missing
10.0,上天梯,寒、苦、毒,missing
10.0,山香圆,寒、苦,missing
10.0,山莴笋,寒、苦,missing
10.0,山莴苣,寒、苦,missing
10.0,山飘儿草,寒、苦,missing
10.0,山马兰,寒、苦,missing
10.0,山柳,寒、苦,missing
10.0,山苦荬,寒、苦,missing
10.0,山苦草,寒、苦,missing
10.0,榕树皮,寒、苦,missing
10.0,水玉簪,寒、淡,missing
10.0,牛皮草,寒、苦、辛,missing
10.0,牛西西,寒、苦、酸,missing
10.0,柳白皮,寒、苦,missing
10.0,凉粉草,寒、甘、淡,missing
10.0,光慈姑,寒、甘、辛、毒,missing
10.0,莲生桂子花,寒、苦、毒,missing
10.0,莨菪叶,寒、苦、毒,missing
10.0,莨菪根,寒、苦、辛、毒,missing
10.0,光裸星虫,寒、咸,missing
10.0,鹿角芦荟,寒、苦,missing
10.0,光叶闭鞘姜,寒、辛,missing
10.0,鹿角菜,寒、咸,missing
10.0,光叶山黄麻,寒、甘、淡,missing
10.0,勒管草,寒、甘,missing
10.0,落叶梅,寒、苦,missing
10.0,落葵花,寒、苦、辛,missing
10.0,落葵,寒、甘、酸,missing
10.0,过路惊,寒、苦,missing
10.0,棱子芹,寒、苦,missing
10.0,?榔榆叶,寒、苦、甘,missing
10.0,榔榆皮,寒、苦、甘,missing
10.0,柳穿鱼,寒、苦、甘,missing
10.0,榔榆茎,寒、苦、甘,missing
10.0,柳根,寒、苦,missing
10.0,柳杉,寒、苦、辛,missing
10.0,草血竭,寒、苦、辛,missing
10.0,芦竹箨,寒、甘,missing
10.0,芦竹笋,寒、苦,missing
10.0,芦竹沥,寒、苦,missing
10.0,芦竹根,寒、苦、甘,missing
10.0,芦笋,寒、甘,missing
10.0,芦莉草叶,寒、苦、辛,missing
10.0,芦花,寒、甘,missing
10.0,拐棍竹,寒、甘、淡,missing
10.0,良藤,寒、苦,missing
10.0,冷蕨子草,寒、苦,missing
10.0,冷毒草,寒、苦,missing
10.0,冷地卫矛,寒、苦,missing
10.0,罗星草,寒、苦,missing
10.0,轮叶铃子香,寒、苦、甘,missing
10.0,砗磲肉,寒、咸、甘,missing
10.0,柳叶蒿,寒、苦,missing
10.0,柳叶菜,寒、苦、淡,missing
10.0,柳屑,寒、苦,missing
10.0,柳花,寒、苦,missing
10.0,过塘蛇,寒、苦、甘,missing
10.0,路旁菊,寒、苦,missing
10.0,藜实,寒、苦、甘、毒,missing
10.0,刺黄芩,寒、苦,missing
10.0,明萼草,寒、苦、辛,missing
10.0,茅香根,寒、甘,missing
10.0,茅栗根,寒、苦,missing
10.0,美商陆子,寒、苦、毒,missing
10.0,美花风毛菊,寒、苦、辛,missing
10.0,绵枣儿,寒、苦、甘、毒,missing
10.0,绵参,寒、苦,missing
10.0,猕猴桃藤,寒、甘,missing
10.0,猫儿眼睛,寒、苦、酸,missing
10.0,福建柏,寒、苦、辛,missing
10.0,番荔枝,寒、甘,missing
10.0,麻楝,寒、苦,missing
10.0,粉苞苣,寒、苦,missing
10.0,粉瘤菌,寒、淡,missing
10.0,魔芋,寒、苦、辛、毒,missing
10.0,粉绿藤,寒、苦,missing
10.0,牛眼珠,寒、苦、毒,missing
10.0,牛西西叶,寒、苦,missing
10.0,米百合,寒、苦、甘,missing
10.0,米面蓊根,寒、苦、毒,missing
10.0,米面蓊叶,寒、苦、毒,missing
10.0,母猪草,寒、苦,missing
10.0,甘蔗皮,寒、甘,missing
10.0,鳞衣草,寒、苦、甘,missing
10.0,甘蔗滓,寒、甘,missing
10.0,马尿泡,寒、苦、辛、毒,missing
10.0,古钩藤,寒、苦、毒,missing
10.0,古钮菜,寒、苦,missing
10.0,马肋巴,寒、苦,missing
10.0,马耳草,寒、苦,missing
10.0,公鸡头叶,寒、苦,missing
10.0,牛藤果,寒、苦,missing
10.0,公英叶风毛菊,寒、涩、辛、毒,missing
10.0,广东万年青,寒、苦、辛、毒,missing
10.0,毛叶天胡荽,寒、苦,missing
10.0,刺茶美登木,寒、苦、辛,missing
10.0,毛笋,寒、甘,missing
10.0,毛果小甘菊,寒、苦、辛,missing
10.0,毛冬瓜叶,寒、苦、辛,missing
10.0,翻天红,寒、苦,missing
10.0,毛草龙根,寒、苦、淡,missing
10.0,毛白杨,寒、苦、甘,missing
10.0,广东升麻,寒、苦、辛,missing
10.0,水香柴,寒、甘、辛,missing
10.0,秋海棠茎叶,寒、辛、酸,missing
10.0,水虾草,寒、辛、淡,missing
10.0,夏腊梅,missing,missing
10.0,狭叶鸦葱,温、苦、甘,missing
10.0,斑竹根,寒、苦、淡,missing
10.0,香根芹,温、辛,missing
10.0,斑竹壳,寒、苦,missing
10.0,慈竹叶,寒、苦、甘,missing
10.0,细叶藤柑,温、辛,missing
10.0,线叶金鸡菊,平、辛,missing
10.0,旋蒴苣苔,凉、苦,missing
10.0,石龙子,寒、咸、毒,missing
10.0,西北莸,missing,missing
10.0,西藏点地梅,寒、苦、辛,missing
10.0,西藏花木通,寒、苦,missing
10.0,心叶忽布,平、苦,missing
10.0,心叶兔耳风,温、苦、涩、辛,missing
10.0,石寄生,寒、苦、涩,missing
10.0,小酒瓶花,平、苦、涩,missing
10.0,小苦参,寒、苦,missing
10.0,杏香兔耳风,平、苦、辛,missing
10.0,新疆一支蒿,温、辛,missing
10.0,腺花香茶菜,涩、辛,missing
10.0,熊骨,温、咸、辛,missing
10.0,稗根苗,寒、甘、淡,missing
10.0,稗米,寒、苦、甘、辛、毒,missing
10.0,圆叶母草,平、苦,missing
10.0,单花鸢尾,寒、苦、甘、毒,missing
10.0,岩豆,温、苦、辛,missing
10.0,岩山枝,寒、甘、辛,missing
10.0,油散木,平、甘、辛,missing
10.0,鱼肝油,missing,missing
10.0,鱼胶,missing,missing
10.0,杨翠木,missing,missing
10.0,四方麻,寒、苦,missing
10.0,羊洪膻,温、辛,missing
10.0,羊角棉,missing,missing
10.0,羊蹄甲,凉、平、苦、涩、淡,missing
10.0,玉帘,平、甘,missing
10.0,云南双盾木,平、苦,missing
10.0,一点红,凉、苦,missing
10.0,一碗泡,平、辛,missing
10.0,缬草,温、甘、辛,missing
10.0,石长生,寒、咸、毒,missing
10.0,鸭脚木,凉、苦,missing
10.0,小毛蓼,温、辛,missing
10.0,小叶黑面叶,凉、苦、涩,missing
10.0,地瓜果,寒、甘,missing
10.0,沙茴香,寒、苦、辛,missing
10.0,实葫芦,寒、苦、甘,missing
10.0,石瓜子,寒、甘、酸,missing
10.0,石灰华,寒、甘,missing
10.0,虱婆草,寒、苦,missing
10.0,虱草花,寒、苦,missing
10.0,石栗,寒、苦、毒,missing
10.0,松毛火绒草,寒、苦,missing
10.0,石蟹,寒、咸,missing
10.0,四棱通,寒、涩、甘,missing
10.0,水红袍,寒、苦、辛,missing
10.0,水黄花,寒、苦、毒,missing
10.0,水黄连,寒、苦,missing
10.0,树头菜根,寒、苦,missing
10.0,树头菜,寒、苦,missing
10.0,水仙,寒、苦、辛、毒,missing
10.0,扁竹根,寒、苦、辛、毒,missing
10.0,四孢蘑菇,寒、甘,missing
10.0,蛇莓,寒、甘、酸、毒,missing
10.0,蛇含,寒、苦,missing
10.0,蛇菰,寒、苦、涩,missing
10.0,伞杨,寒、苦,missing
10.0,乌桕,温、苦、毒,肺、大肠、脾、肾
10.0,乌柳,凉、苦,missing
10.0,五托莲,凉、苦,missing
10.0,五叶藤,寒、甘,missing
10.0,万寿菊,凉、苦,missing
10.0,灯台菜,寒、甘、淡,missing
10.0,糖茶藨,平、涩,missing
10.0,鹈鹕油,missing,missing
10.0,葶苈,寒、苦、辛,missing
10.0,贴骨散,寒、苦,missing
10.0,兔耳草,寒、苦,missing
10.0,沙叶铁线莲,寒、苦、辛,missing
10.0,沙旋复花,寒、苦、辛,missing
10.0,地朝阳,寒、苦,missing
10.0,沙生风毛菊,寒、苦、辛,missing
10.0,沙柳,寒、苦、辛,missing
10.0,天目木兰,寒、苦,missing
10.0,酥油,寒、甘,missing
10.0,石蟾蜍,寒、苦,missing
10.0,鸭脚艾,平、苦、甘,missing
10.0,阴香,温、甘、辛,missing
10.0,野席草,平、辛,missing
10.0,祖司麻,温、苦、辛、毒,missing
10.0,水芦荻根,寒、苦,missing
10.0,水龙胆草,寒、苦、甘,missing
10.0,朱砂藤,温、苦、毒,missing
10.0,柱果铁线莲,温、辛,missing
10.0,薄叶卷柏,寒、苦、辛,missing
10.0,独脚蟾蜍,寒、苦、毒,missing
10.0,四轮香,寒、苦,missing
10.0,紫泡,平、温、苦、涩、甘、酸,missing
10.0,野火绳,凉、苦、涩,missing
10.0,紫背菜,凉、甘、辛,missing
10.0,篦齿蒿,寒、苦,missing
10.0,紫背黄芩,寒、苦,missing
10.0,篦子三尖杉,寒、苦、涩,missing
10.0,野大豆,温、甘,missing
10.0,紫弹树,寒、甘,missing
10.0,紫地榆,寒、苦、涩,missing
10.0,硬九子连环草,平、辛,missing
10.0,薜荔根,寒、苦,missing
10.0,野亚麻,平、甘,missing
10.0,银灰旋花,温、辛,missing
10.0,双色龙胆,寒、苦,missing
10.0,水蔓青,寒、苦,missing
10.0,水榕木根,寒、苦,missing
10.0,水石油菜,寒、辛、淡,missing
10.0,水田七叶,寒、苦,missing
10.0,带叶报春花,寒、苦,missing
10.0,四楞通,寒、涩、甘,missing
10.0,倒根蓼,寒、苦、毒,missing
10.0,水鳖,寒、苦,missing
10.0,水翁叶,寒、苦、毒,missing
11.0,宿苞石仙桃,凉、涩,肺、胃、膀胱、肝
11.0,甘肃棘豆,温、辛,肺、心、小肠
11.0,茄蒂,寒、苦,大肠、胃、脾
11.0,无叶假木贼,寒、苦、辛,心
11.0,全绿橐吾,温、辛,肺
11.0,线羽贯众,寒、苦,心、肝
11.0,三花冬青,寒、苦,心
11.0,小花微籽,温、辛,大肠、肝
11.0,广玉兰,温、辛,肺、胃、肝
11.0,地血香,温、苦、辛,胃、脾、肝
11.0,跌打老,温、苦、辛,肺、肝
11.0,青腰虫,温、苦、毒,心
11.0,小叶桑根,寒、甘、辛,肺、肾
11.0,椿树花,温、苦、辛,肺、肝
11.0,网球花,凉、辛,肺、脾
11.0,乌贼骨,温、咸、涩,肾、肝
11.0,红花小独蒜,温、辛,肝
11.0,美小膜盖蕨,平、苦,大肠
11.0,青稞叶贝母,寒、苦、甘,肺、肝
11.0,毛叶荚蒾,温、辛,肾
11.0,三棱草,平、辛、毒,肾、肝
11.0,沙带鱼鳞,温、甘,肺
11.0,铅叶紫菀,凉、苦、酸,肝
11.0,大巢菜,寒、甘、辛,心、脾、肝
11.0,双叶岩珠,寒、苦,肺、心、大肠
11.0,当归,温、苦、甘、辛,心、脾、肝
11.0,万年蒿,寒、苦,肾、肝
11.0,球茎卷耳,温、苦,肾、肝
11.0,小黄鱼精巢,平、咸、甘,肾、肝
11.0,大叶花椒,温、辛、毒,肝
11.0,乌翅真鲨皮,温、苦,胃、脾
11.0,干漆,温、辛、毒,大肠、小肠、胃、脾、肝
11.0,雪山点地梅,寒、苦,心
11.0,华南皂荚,温、苦、辛、毒,肝
11.0,大叶黄杨根,温、苦、辛,肝
11.0,大细辛,温、辛,肺、脾、肝
11.0,螓蛇胆,平、苦、甘,肾、肝
11.0,山鸡蛋,平、甘,肺、胃、脾
11.0,三线闭壳龟炭,平、咸,心、肾
11.0,狗爪樟皮,温、辛,大肠、胃、脾
11.0,广西九里香,温、苦、辛,肝
11.0,灯台莲,温、苦、辛、毒,肺、肝
11.0,小丁香,寒、苦、辛,肺、大肠
11.0,三稔蒟,温、苦、涩,脾、肝
11.0,小年药,平、苦、辛,膀胱
11.0,行夜,温、辛,肝
11.0,桂花跌打,温、辛、毒,胃、肝
11.0,地胆,温、辛、毒,肺
11.0,地乌,温、苦、辛,肝
11.0,密点麻蜥,温、咸、辛,肺、肝
11.0,米面翁,寒、苦,脾、肝
11.0,线萼金花树,平、甘,脾、肝
11.0,毛叶木蓝,温、苦、辛,肝
11.0,檫树,温、甘、辛,脾、肝
11.0,美丽唐松草,寒、苦,肺、心
11.0,水麻叶,凉、甘、毒,肺、肾、肝
11.0,杠香藤,温、苦、辛,心、脾、肝
11.0,狗血,温、咸,肺、心、肝
11.0,小顶冰花,平、甘、毒,心
11.0,木藤蓼,凉、苦、涩,心、大肠、胃、肝
11.0,蟾酥,温、辛、毒,心
11.0,小金樱子,温、甘、酸、毒,肺
11.0,山丹,凉、苦、甘、毒,肺、心
11.0,苏黄耆,温、甘,肺、脾、肾
11.0,红根,寒、辛、毒,肝
11.0,山杨柳,凉、苦、涩,肺
11.0,山黧豆,温、辛,胃、肝
11.0,双荚决明,寒、苦,大肠
11.0,刮筋板,温、苦、辛,胃、胆、脾、肝
11.0,香丝草,凉、苦、辛,肺、大肠、胃、脾
11.0,地锦,温、涩、辛,肝
11.0,小百部,温、苦、甘、辛、毒,肺
11.0,蒙古黄芪,温、甘,肺、脾、肾
11.0,毛脉附地菜,凉、辛,肺、胃
11.0,小扁豆,温、涩、甘,胃
11.0,胆矾,寒、辛、酸、毒,胆、肝
11.0,丁香树皮,温、辛,胃、脾
11.0,千斤锤,温、辛,胃、肝
11.0,土黄连,寒、苦,心、大肠、肝
11.0,水折耳,平、甘、淡,肺
11.0,毛蕊草报春,平、苦,心、肝
11.0,过江龙子,温、苦、辛,胃、肝
11.0,过江龙,温、苦、辛,膀胱、肝
11.0,向日葵壳,平、苦,肝
11.0,纤枝香青,温、辛,肝
11.0,小叶星宿菜,寒、苦,心
11.0,光叶巴豆,温、辛,胃、肝
11.0,丁公藤,温、辛、毒,肺、肝
11.0,地枫皮,温、涩、辛、毒,胃、脾
11.0,青叶线蕨,凉、辛,心
11.0,丁香,温、辛,胃、脾、肾
11.0,漆姑虎耳草,寒、苦,胆、肝
11.0,红花,温、辛,心
11.0,疏齿银莲花,寒、苦、涩,膀胱、脾、肝
11.0,独椒,温、辛、毒,胃、肾
11.0,东北延胡索,温、苦、辛,胃、肝
11.0,马来熊脂,寒、热、甘、辛、香,肺、脾、肝
11.0,帕里紫堇,寒、苦,心、肝
11.0,绵毛橐吾,温、苦,肺、肝
11.0,毛叶五匹青,温、辛,肺、心、肝
11.0,泡掌筒,平、苦,肺、胃、膀胱、脾、肾
11.0,条柄野扇花,寒、苦、涩,肺、肝
11.0,铁指甲,温、甘、淡,肝
11.0,尾囊草,温、苦、辛,心、脾、肝
11.0,杜仲叶,温、辛,肾、肝
11.0,乌头,热、辛、毒,心、脾、肝
11.0,石羊菜,凉、苦、淡,脾、肝
11.0,葱汁,温、辛,肝
11.0,伏龙肝,温、辛、毒,胃、脾、肝
11.0,铁灯兔儿冈,寒、苦,肝
11.0,唐古特马尿泡,寒、苦、辛、毒,心、胃
11.0,香艾纳,温、苦、辛,肾、肝
11.0,豆豉姜,温、苦、辛,胃、脾、肝
11.0,防风花,温、辛,胃、脾、肝
11.0,小接骨丹,热、辛,肺、肾
11.0,防风,温、甘、辛,肺、膀胱、脾、肝
11.0,毛水茄,温、辛,肺、脾、肝
11.0,疏羽半边旗,凉、苦,大肠
11.0,柑核,温、苦、辛,心、肝
11.0,蛇退,平、苦、辛,肾、肝
11.0,毛麝香,温、苦、涩、辛,肺
11.0,无茎龙胆,寒、苦,心、肝
11.0,滚山虫,温、咸、辛,肾
11.0,生地黄,寒、凉、苦、甘、毒,肺、心、脾、肾、肝
11.0,大块瓦,温、辛,肺、心、肾、肝
11.0,大萼鹿角藤,温、辛,肺、肾
11.0,扶芳藤,温、苦、甘、辛,脾、肾、肝
11.0,红楠皮,温、苦、辛,胃、脾、肝
11.0,佛手柑,温、苦、辛,肺、胃、脾、肝
11.0,细柄蕈树,温、辛,心、脾
11.0,毛香花,温、苦、毒,胃、膀胱
11.0,大绿藤,温、辛,脾、肝
11.0,五倍子内虫,平、苦,肝
11.0,豆瓣绿,温、苦、辛,肺、脾、肝
11.0,山菠萝根,平、淡,肺、胃
11.0,细叶艾,平、苦、辛,肺
11.0,茅粟仁,平、甘,心
11.0,鹅不食草,温、辛,肺、肝
11.0,牛角鳃,温、苦、甘、毒,胃、肾、肝
11.0,树番茄,平、甘,胃、脾
11.0,土八角,温、甘、毒,胃、膀胱
11.0,大腹皮,温、辛,大肠、小肠、胃、脾
11.0,三叶委陵菜根,寒、凉、苦、涩,心、肝
11.0,大风子,热、辛、毒,脾、肾、肝
11.0,三角叶荨麻,温、苦、辛,肝
11.0,天葵,寒、甘,脾、肾
11.0,茅草箭,凉、甘,肺、肝
11.0,钝叶蔷薇,温、辛,心、肝
11.0,蛇瓜,寒、苦、甘,肺、大肠、胃、肝
11.0,大肺筋草,温、甘、辛,肺、肝
11.0,桂木根,温、辛,胃
11.0,桂皮,温、甘、辛,胃、脾、肾、肝
11.0,牡丹藤,温、苦、辛,肾
11.0,美商陆,平、苦、甘,心、脾
11.0,大飞扬草,辛、酸、毒,肺、肝
11.0,旋复花根,温、苦、咸,肺、肝
11.0,天花忍冬,平、甘,心、肝
11.0,山珠半夏,温、辛,肺、胃、脾
11.0,桐叶,寒、苦、毒,心、肝
11.0,红升麻,温、苦、辛,肝
11.0,石楞腿,凉、甘、淡,肺、脾、肾、肝
11.0,方叶五月茶,温、辛,肝
11.0,马笃七,平、涩、辛,肺、心、肝
11.0,红木香,温、苦、辛,胃、脾、肝
11.0,寿带鸟肉,寒、咸,大肠、胃
11.0,大麻药,温、辛、麻、毒,肺、心
11.0,打米花,温、辛,肺
11.0,葛上亭长,温、辛、毒,心、肝
11.0,三籽两型豆,凉、苦,心
11.0,青香藤,温、苦,胃、肝
11.0,山甘草根,平、甘、毒,脾、肾、肝
11.0,毛花洋地黄,平、苦,心
11.0,祁州一枝蒿,凉、苦,肾、肝
11.0,杜仲,温、甘、辛,肾、肝
11.0,香鹅柴掌,平、苦,肺
11.0,三根筋,温、辛,脾、肝
11.0,山扁豆子,苦,胃、脾、肾
11.0,回回蒜,温、苦、辛、毒,肝
11.0,全裂马先蒿,平、苦、甘、毒,肝
11.0,如意草,寒、苦、甘,肾、肝
11.0,杜仲藤,温、苦、辛、毒,肾、肝
11.0,水仙桃,凉、淡,肺
11.0,欧洲荚蒾,平、苦、甘,心、脾、肝
11.0,大蒜,温、辛,肺、大肠、胃、脾
11.0,无名子,温、涩、辛、毒,脾、肾
11.0,苣荬菜花,平、甘,脾、肝
11.0,青海茄参,凉、苦,肺
11.0,五叶山小橘根,寒、涩、辛,心、胃
11.0,三面刀,寒、苦、甘、毒,肺、脾
11.0,马来熊胆,寒、苦、咸,胆、肝
11.0,山香草,温、辛,膀胱
11.0,缩筋草,温、苦,胃、脾、肾、肝
11.0,大头狗,温、咸、辛,脾
11.0,滴水珠,温、辛、毒,肝
11.0,疏花石斛,寒、甘,胃、肾
11.0,杜衡,温、辛、毒,肺、膀胱、肾、肝
11.0,红毛七,温、苦、辛,胃、肝
11.0,五星蒿,寒、甘、淡,肺
11.0,撒尔维亚,凉、辛,肺、心
11.0,枫柳皮,温、苦、辛、毒,大肠、肝
11.0,肥皂荚,温、辛,肺、大肠
11.0,南方紫萁,寒、苦,大肠、膀胱
11.0,双盖蕨,寒、苦,肾、肝
11.0,莪术,温、苦、辛,脾、肝
11.0,土木贼,寒、凉、苦、甘、辛、酸、毒,脾、肝
11.0,太白贝母,寒、苦、甘,肺
11.0,锈花铁线莲,寒、苦,肺、肾、肝
11.0,葱白,温、辛,肺、胃
11.0,粉霜,温、辛、毒,肺、膀胱、肝
11.0,粘毛蓼,温、辛,肾
11.0,拟蚕豆岩黄芪,温、甘,肺、脾
11.0,细裂蒲公英,寒、苦、甘,胃、肝
11.0,柔毛茜草,寒、苦,肝
11.0,粉背蕨,平、温、涩、淡、毒,肺、脾、肝
11.0,大地棕根,温、苦、辛,肺、肾、肝
11.0,人指甲,平、温、咸、甘、毒,脾、肝
11.0,五香藤,寒、平、苦、涩、甘、辛、淡,肺、肝
11.0,红毛五加皮,温、苦、辛,肾、肝
11.0,大山黧豆,温、辛,肝
11.0,帽兰,凉、苦、辛、毒,肾、肝
11.0,母猪藤,热、辛、毒,肾
11.0,绒毛草婆,平、辛,肾、肝
11.0,肉珊瑚,温、涩,肺、肝
11.0,葱花,温、辛,胃、脾
11.0,三线闭壳龟肉,missing,missing
11.0,乌翅真鲨骨,温、咸、涩,肺、大肠
11.0,木馒头,寒、甘、酸,脾、肝
11.0,马鞍藤根,苦、辛,肺、心
11.0,双剪菜,温、苦、辛,肝
11.0,岩椒,missing,missing
11.0,谷皮树,平、甘、淡,missing
11.0,友水龙骨,平、苦、甘,missing
11.0,斑鸠占,温、甘、辛,肾、肝
11.0,石刷把,温、涩、甘、辛、毒,心、胃、肝
11.0,野洋烟根,寒、苦,肺、肝
11.0,斑蝥,温、辛、毒,胃、肾、肝
11.0,石上开花,寒、辛、酸,肝
11.0,石山花椒,温、辛,肝
11.0,油胡桃,热、辛、毒,肝
11.0,圆齿两色槭,凉、苦、辛,肝
11.0,椰子皮,平、苦、毒,肺、脾、肝
11.0,云南相思树,凉、苦,心
11.0,石灰,温、苦、涩、辛、毒,脾、肝
11.0,菠菜子,温、辛,肺、脾
11.0,石风丹,温、苦、辛,肺、肝
11.0,石菖蒲,温、苦、辛,心、脾、肝
11.0,石草鞋,温、辛,脾、肝
11.0,亚洲蒲公英,寒、苦、甘,脾、肾、肝
11.0,郁金香根,平、苦、毒,心、肝
11.0,水菖蒲,温、苦、辛,心、胃、肝
11.0,霸王根,温、辛,胃
11.0,川芎,温、辛,心、心包、胆、肝
11.0,川木香,温、苦、辛,胃、肝
11.0,山楂根,温、苦、辛,肝
11.0,十大功劳叶,温、甘,肝
11.0,三钻风,温、辛,胃、肝
11.0,天麻,平、苦、甘、辛、毒,大肠、小肠、胆、脾、肝
11.0,长果荜茇,温、辛,胃
11.0,土远志,温、甘、酸、毒,肺、胃、脾、肝
11.0,万年松,平、苦、涩,胃、脾、肾
11.0,三十六荡,温、辛、毒,肺、肝
11.0,三匹箭,温、辛,肾、肝
11.0,三楞草,温、辛,肝
11.0,生漆,温、辛、毒,脾、肝
11.0,三股筋,温、涩、辛,脾、肝
11.0,水银,寒、辛、毒,心、肾、肝
11.0,野洋参,寒、甘,胃
11.0,水细辛,温、辛,肺、心、小肠、胃、肾
11.0,银箔,平、甘、淡,肺、心、脾、肝
11.0,银不换,温、辛,肺、心、小肠、肾、肝
11.0,原羚角,寒、苦,心、脾、肾、肝
11.0,圆叶锦葵根,平、苦、辛,心、脾、肝
11.0,水将军,温、辛、毒,肺
11.0,川鄂山茱萸,温、涩、酸,肾、肝
11.0,川防风,温、甘、辛,肺、膀胱、脾、肝
11.0,杏叶防风,温、咸、甘,肾、肝
11.0,山玉桂,寒、辛、酸,肝
11.0,生姜,温、辛,肺、胃、脾
11.0,苏头,温、辛,肺、脾
11.0,桫拉木,温、涩,肾、肝
11.0,夜光蝾螺,寒、咸,心、大肠、胃、膀胱
11.0,野驴胶,平、甘,肺、肾、肝
11.0,鱼眼草根,温、甘、辛,膀胱
11.0,搜山虎,温、辛、毒,肺、肝
11.0,百草霜,温、苦、辛,肺、胃、肝
11.0,舒筋草,温、毒,肾、肝
11.0,百味参,温、苦、辛,肺、肝
11.0,野藿香,温、苦、辛,大肠、胃、脾
11.0,鸭脚木叶,平、温、涩、辛,肾
11.0,白豆蔻,温、辛,肺、胃、脾
11.0,栘依,凉、涩、酸,心、肾
11.0,厓花子,温、苦,心、肝
11.0,白附子,温、甘、辛、毒,胃、肝
11.0,白桂,温、甘、辛,肺、肝
11.0,鳝鱼血,温、咸,肾、肝
11.0,麝香壳,温、辛,脾
11.0,麝香,温、辛,心、脾、肝
11.0,土香薷,温、辛,肺、胃
11.0,土细辛,温、辛,肺、心、小肠、肾、肝
11.0,土木香,温、苦、辛,胃、脾、肝
11.0,桑叶露,寒、辛,肝
11.0,莳萝子,温、辛,胃、脾、肾、肝
11.0,药水苏,平、辛,胃、脾
11.0,砂仁,温、辛,胃、脾、肾
11.0,云南梧桐,平、甘,胃、膀胱
11.0,洋接骨木,平、甘,肝
11.0,豹骨,温、咸、辛,脾、肾、肝
11.0,鸭菜,平、涩、甘,肝
11.0,苏合香,温、甘、辛、毒,肺、胃、脾、肝
11.0,伸筋草,平、温、苦、辛、毒,脾、肾、肝
11.0,杉材,温、辛,肺、胃、脾
11.0,沙糖根,温、淡,脾、肾、肝
11.0,沙芥,温、辛,肺、心、胃
11.0,野猪胆草,寒、苦,肺、心、胃
11.0,圆枝卷柏,温、辛,肝
11.0,荜茇,热、辛,肺、大肠、胃、膀胱、脾、肾、肝
11.0,眼镜王蛇毒,温、辛、毒,心
11.0,砂仁花,温、辛,胃、脾、肾
11.0,砂仁壳,温、辛,胃、脾、肾
11.0,银花素馨,凉、苦,肾
11.0,顺江木,温、辛,肾、肝
11.0,树腰子,温、辛,胃、肝
11.0,屎咕咕,温、臭,肺、肝
11.0,变叶美登木,温、苦、辛,脾、肝
11.0,云南皂角根,温、辛,心
11.0,野巴子,凉、辛,肺、胃
11.0,荜茇根,温、辛,胃、肾
11.0,鹰不泊薳,missing,missing
11.0,山油柑果实,温、辛,肝
11.0,入地金牛,平、咸,心、肝
11.0,青灰叶下珠,温、甘、辛,脾、肝
11.0,腋花山橙,凉、苦,脾、肝
11.0,青麸杨根,热、辛,心、肾、肝
11.0,奇林翠雀,温、辛,胃
11.0,矮探春,凉、苦、涩、甘,肺、心、脾
11.0,阿勃参,平、苦,心、肝
